S/C,Event ID,Date,Time,CPA,Width,Vrad,Radial Accel.,Vexp,Expansion Accel.,Cross Id,Type,Sep. Angle,Comments
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,450.4840_0Bc,Z,      21, OFL
B,450.4840_0Bc,2008-01-19,00:07:48,     301,      31,     162,       4,       4,      -1,NULL,F,      23,NULL
A,450.8590_0Ac,2008-01-19,10:07:30,     236,      27,     -32,      -3,      21,       0,451.0049_0B,J,      21,
B,451.0049_0B,2008-01-19,12:07:54,    -999,    -999,    -999,    -999,    -999,    -999,450.8590_0Ac,O,      23, faint
A,454.4840_0Ac,2008-01-23,00:37:30,     184,      91,      47,      -3,     784,      16,454.4840_0Bc,L,      21, OFL
B,454.4840_0Bc,2008-01-23,00:37:47,     130,      64,     212,       3,     196,       0,454.4840_0Ac,F,      23, OFL
A,459.0465_0Ac,2008-01-27,15:37:30,      57,       6,     160,       0,      -5,      -1,NULL,U,      21,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,459.0465_0Ac,Z,      23,NULL
A,460.2965_0Ac,2008-01-28,20:37:30,     274,      27,     187,       4,      98,       3,460.5257_0Bc,F,      21, OFL ; SB
B,460.5257_0Bc,2008-01-29,01:37:47,     280,      32,      49,      -5,      69,       3,460.2965_0Ac,F,      23, OFL ; SB
A,461.2340_0Ac,2008-01-29,18:37:30,      92,      15,      29,     -10,       1,      -5,461.3174_0Bc,W,      21, FF
B,461.3174_0Bc,2008-01-29,20:07:47,      84,      25,       9,     -19,   -4425,       0,461.2340_0Ac,W,      23, FF
A,461.6715_0A,2008-01-30,04:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      21,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,461.6715_0A,Z,      23,NULL
A,461.8799_0Ac,2008-01-30,09:37:30,      77,      26,      -5,     -64,     -21,      -9,461.8174_0B,O,      21,NULL
B,461.8174_0B,2008-01-30,07:37:54,    -999,    -999,    -999,    -999,    -999,    -999,461.8799_0Ac,O,      23,NULL
A,461.9424_0A,2008-01-30,10:37:54,    -999,    -999,    -999,    -999,    -999,    -999,461.9215_0Bc,O,      21,NULL
B,461.9215_0Bc,2008-01-30,10:07:47,      70,      10,     122,     -30,     194,    -186,461.9424_0A,O,      23,NULL
A,462.3174_0A,2008-01-30,19:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,OP,      21,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,462.3174_0A,Z,      23,NULL
A,462.4632_0A,2008-01-30,23:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      21,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,462.4632_0A,Z,      23,NULL
A,463.8174_0A,2008-02-01,07:37:54,    -999,    -999,    -999,    -999,    -999,    -999,463.8382_0B,J,      21,NULL
B,463.8382_0B,2008-02-01,08:07:54,    -999,    -999,    -999,    -999,    -999,    -999,463.8174_0A,J,      23,NULL
A,466.6715_0Ac,2008-02-04,04:37:30,     332,      39,     323,      11,      93,       0,466.4840_0Bc,U,      21, faint
B,466.4840_0Bc,2008-02-04,01:07:46,     308,      13,     114,       2,      -4,       0,466.6715_0Ac,U,      23,NULL
A,466.5049_0A,2008-02-04,00:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      21,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,466.5049_0A,Z,      23,NULL
A,466.6715_1A,2008-02-04,04:07:54,    -999,    -999,    -999,    -999,    -999,    -999,466.5465_0B,O,      21,NULL
B,466.5465_0B,2008-02-04,01:07:54,    -999,    -999,    -999,    -999,    -999,    -999,466.6715_1A,O,      23,NULL
A,466.8799_0Ac,2008-02-04,09:37:30,     103,      37,     406,       0,      53,      -7,466.9632_0B,O,      21,NULL
B,466.9632_0B,2008-02-04,11:07:54,    -999,    -999,    -999,    -999,    -999,    -999,466.8799_0Ac,O,      23, HAL ;  faint
A,467.7549_0Ac,2008-02-05,06:07:30,     259,      41,      51,      -4,      14,      -2,467.7965_0B,W,      21, FF
B,467.7965_0B,2008-02-05,07:07:54,    -999,    -999,    -999,    -999,    -999,    -999,467.7549_0Ac,W,      23, faint ;  FF
A,467.9007_0Ac,2008-02-05,10:07:30,     125,       7,      58,     -60,     -20,     -10,NULL,J,      21,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,467.9007_0Ac,Z,      23,NULL
A,470.7549_0A,2008-02-08,06:07:54,    -999,    -999,    -999,    -999,    -999,    -999,470.8799_0B,O,      21, CS
B,470.8799_0B,2008-02-08,09:07:54,    -999,    -999,    -999,    -999,    -999,    -999,470.7549_0A,O,      23, CS ; GAP
A,471.7340_0A,2008-02-09,05:37:54,    -999,    -999,    -999,    -999,    -999,    -999,471.8382_0B,J,      21,NULL
B,471.8382_0B,2008-02-09,08:07:54,    -999,    -999,    -999,    -999,    -999,    -999,471.7340_0A,O,      23, GAP
A,473.4840_0A,2008-02-10,23:37:54,    -999,    -999,    -999,    -999,    -999,    -999,473.6299_0B,U,      21,NULL
B,473.6299_0B,2008-02-11,03:07:54,    -999,    -999,    -999,    -999,    -999,    -999,473.4840_0A,U,      23,NULL
A,474.6715_0Ac,2008-02-12,05:37:30,     245,      34,     117,       2,      28,       0,474.8174_0Bc,F,      21,NULL
B,474.8174_0Bc,2008-02-12,08:07:46,     240,      38,     165,       4,     -16,      -3,474.6715_0Ac,F,      23, OFL
A,475.7132_0Ac,2008-02-13,09:07:30,      66,      36,      99,       0,      73,       2,476.1090_0B,O,      21, PRM
B,476.1090_0B,2008-02-13,14:37:54,    -999,    -999,    -999,    -999,    -999,    -999,475.7132_0Ac,O,      23, HAL ; faint
A,476.9007_0A,2008-02-14,09:37:54,    -999,    -999,    -999,    -999,    -999,    -999,476.9215_0B,U,      21,NULL
B,476.9215_0B,2008-02-14,10:07:54,    -999,    -999,    -999,    -999,    -999,    -999,476.9007_0A,U,      23, faint
A,477.5257_0Ac,2008-02-15,03:07:30,      90,      30,     155,       3,     117,       2,477.8174_0Bc,O,      21, PRM
B,477.8174_0Bc,2008-02-15,09:07:46,      83,      28,     180,       2,      77,       2,477.5257_0Ac,O,      23, PRM 
A,479.1715_0Ac,2008-02-16,17:37:30,      82,      13,     213,       6,      29,       2,479.3799_0B,FP,      21, OFL
B,479.3799_0B,2008-02-16,21:07:54,    -999,    -999,    -999,    -999,    -999,    -999,479.1715_0Ac,FP,      23, OFL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,482.5465_0Bc,Z,      22,NULL
B,482.5465_0Bc,2008-02-20,02:37:46,     286,      30,      16,     -10,      12,       1,NULL,O,      23,NULL
A,484.5465_0Ac,2008-02-22,02:37:30,      68,      25,     -17,     -25,      43,       0,484.6924_0B,U,      22,NULL
B,484.6924_0B,2008-02-22,04:37:54,    -999,    -999,    -999,    -999,    -999,    -999,484.5465_0Ac,U,      23, faint
A,486.2340_0Ac,2008-02-23,20:07:30,      67,      38,      57,       0,    -167,       1,486.1715_0Bc,F,      22, PRM ;  OFL
B,486.1715_0Bc,2008-02-23,18:37:47,      73,      35,     203,       4,     107,       3,486.2340_0Ac,F,      23, PRM ; OFL
A,487.8590_0A,2008-02-25,08:37:54,    -999,    -999,    -999,    -999,    -999,    -999,487.8590_0B,J,      22,NULL
B,487.8590_0B,2008-02-25,08:37:54,    -999,    -999,    -999,    -999,    -999,    -999,487.8590_0A,J,      23,NULL
A,489.3174_0A,2008-02-26,19:37:54,    -999,    -999,    -999,    -999,    -999,    -999,489.1924_0B,F,      22, OFL
B,489.1924_0B,2008-02-26,16:37:54,    -999,    -999,    -999,    -999,    -999,    -999,489.3174_0A,F,      23, OFL
A,491.9215_0A,2008-02-29,10:07:54,    -999,    -999,    -999,    -999,    -999,    -999,492.4424_0B,F,      22, OFL
B,492.4424_0B,2008-02-29,22:37:54,    -999,    -999,    -999,    -999,    -999,    -999,491.9215_0A,F,      23, GAP ; OFL
A,492.1090_0A,2008-02-29,14:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      22,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,492.1090_0A,Z,      23, GAP
A,493.4632_0A,2008-03-01,23:07:54,    -999,    -999,    -999,    -999,    -999,    -999,493.3799_0B,O,      22, faint
B,493.3799_0B,2008-03-01,21:07:54,    -999,    -999,    -999,    -999,    -999,    -999,493.4632_0A,O,      23, faint
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,493.3799_1B,Z,      22, HAL ; faint
B,493.3799_1B,2008-03-01,21:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      23,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,496.0882_0B,Z,      22, faint
B,496.0882_0B,2008-03-04,14:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      23, faint ; FF
A,498.0882_0A,2008-03-06,14:07:54,    -999,    -999,    -999,    -999,    -999,    -999,498.1090_0B,U,      22,NULL
B,498.1090_0B,2008-03-06,14:37:54,    -999,    -999,    -999,    -999,    -999,    -999,498.0882_0A,U,      23,NULL
A,506.2549_0Ac,2008-03-14,18:37:30,     265,      24,     120,      -8,      57,      -1,NULL,O,      22, PRM
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,506.2549_0Ac,Z,      23,NULL
A,508.8174_0A,2008-03-17,07:37:54,    -999,    -999,    -999,    -999,    -999,    -999,508.7340_0B,O,      23, faint
B,508.7340_0B,2008-03-17,05:37:54,    -999,    -999,    -999,    -999,    -999,    -999,508.8174_0A,O,      23, GAP ; faint
A,509.0674_0A,2008-03-17,13:37:54,    -999,    -999,    -999,    -999,    -999,    -999,508.9215_0Bc,L,      23, faint ; OFL
B,508.9215_0Bc,2008-03-17,11:37:50,     282,      31,     514,      35,     114,       4,509.0674_0A,F,      23, GAP ; OFL
A,509.0465_0Ac,2008-03-17,14:07:30,     238,      13,     509,      43,       9,       0,NULL,J,      23,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,509.0465_0Ac,Z,      23,NULL
A,509.9007_0Ac,2008-03-18,09:37:30,     118,      31,     317,      12,      89,       1,509.9424_0B,O,      23,NULL
B,509.9424_0B,2008-03-18,10:37:54,    -999,    -999,    -999,    -999,    -999,    -999,509.9007_0Ac,J,      23, GAP
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,510.5049_0B,Z,      23, HAL?
B,510.5049_0B,2008-03-19,00:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      23, faint
A,513.0465_0A,2008-03-21,13:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      23,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,513.0465_0A,Z,      23,NULL
A,514.1299_0Ac,2008-03-22,15:07:30,     102,      39,       8,      -5,     135,       5,514.1299_0Bc,O,      23, PRM ; Ha
B,514.1299_0Bc,2008-03-22,16:07:52,      97,      33,     164,       1,     -81,      -2,514.1299_0Ac,O,      23,NULL
A,514.6090_0A,2008-03-23,02:37:54,    -999,    -999,    -999,    -999,    -999,    -999,514.8174_0B,UP,      23, faint
B,514.8174_0B,2008-03-23,07:37:54,    -999,    -999,    -999,    -999,    -999,    -999,514.6090_0A,UP,      23, OVR
A,516.3382_0A,2008-03-24,20:07:54,    -999,    -999,    -999,    -999,    -999,    -999,516.3174_0Bc,F,      23, GAP ; OFL
B,516.3174_0Bc,2008-03-24,22:37:52,     281,      26,      48,       0,     103,       2,516.3382_0A,O,      23, GAP ; OFL
A,517.2965_0Ac,2008-03-25,19:37:30,      99,      73,     751,    -189,     413,    -137,517.3174_0Bc,F,      23, 3P ; PRM ; OFL
B,517.3174_0Bc,2008-03-25,19:37:52,     108,      53,    1573,     386,     204,     -44,517.2965_0Ac,F,      23, 3P ; OFL
A,518.0257_0Ac,2008-03-26,14:07:30,     264,      26,     134,       2,     107,       1,518.4632_0B,F,      23, OFL
B,518.4632_0B,2008-03-26,23:07:54,    -999,    -999,    -999,    -999,    -999,    -999,518.0257_0Ac,O,      23, faint ;  ; GAP ; OFL
A,520.8590_0A,2008-03-29,08:37:54,    -999,    -999,    -999,    -999,    -999,    -999,520.8590_0B,J,      23,NULL
B,520.8590_0B,2008-03-29,08:37:54,    -999,    -999,    -999,    -999,    -999,    -999,520.8590_0A,J,      23, faint
A,523.7132_0A,2008-04-01,05:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      23,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,523.7132_0A,Z,      23,NULL
A,523.7340_0A,2008-04-01,05:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      23,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,523.7340_0A,Z,      23,NULL
A,524.3174_0A,2008-04-01,19:37:54,    -999,    -999,    -999,    -999,    -999,    -999,524.4215_0B,F,      23, faint ; SB?
B,524.4215_0B,2008-04-01,22:07:54,    -999,    -999,    -999,    -999,    -999,    -999,524.3174_0A,F,      23, faint ; SB?
A,524.3382_0A,2008-04-01,20:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      23,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,524.3382_0A,Z,      23,NULL
A,526.3799_0A,2008-04-03,21:07:54,    -999,    -999,    -999,    -999,    -999,    -999,526.3174_0B,O,      23, faint ; HAL?
B,526.3174_0B,2008-04-03,19:37:54,    -999,    -999,    -999,    -999,    -999,    -999,526.3799_0A,U,      23,NULL
A,526.3590_0A,2008-04-03,20:37:54,    -999,    -999,    -999,    -999,    -999,    -999,526.3174_1B,O,      23, faint
B,526.3174_1B,2008-04-03,19:37:54,    -999,    -999,    -999,    -999,    -999,    -999,526.3590_0A,O,      23,NULL
A,528.1715_0Ac,2008-04-05,16:37:30,     261,      45,     834,     -65,    -257,    -382,528.1924_0Bc,OS,      24, OFL
B,528.1924_0Bc,2008-04-05,17:07:55,     262,      42,     537,     -53,     295,     -42,528.1715_0Ac,FS,      23, HAL ;  OFL
A,528.4215_0A,2008-04-05,22:07:54,    -999,    -999,    -999,    -999,    -999,    -999,528.4632_0B,OP,      24,NULL
B,528.4632_0B,2008-04-05,23:07:54,    -999,    -999,    -999,    -999,    -999,    -999,528.4215_0A,OP,      23,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,528.9215_0B,Z,      24,NULL
B,528.9215_0B,2008-04-06,10:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      23,NULL
A,530.1090_0A,2008-04-07,14:37:54,    -999,    -999,    -999,    -999,    -999,    -999,530.1715_0B,O,      24,NULL
B,530.1715_0B,2008-04-07,16:07:54,    -999,    -999,    -999,    -999,    -999,    -999,530.1090_0A,O,      23,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,530.8590_0B,Z,      24,NULL
B,530.8590_0B,2008-04-08,08:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      23,NULL
A,531.2340_0A,2008-04-08,17:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,W,      24, FF
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,531.2340_0A,Z,      23,NULL
A,531.9424_0Ac,2008-04-09,11:07:30,     238,      42,     448,       0,     215,       0,531.9632_0B,F,      24, PRM
B,531.9632_0B,2008-04-09,11:07:54,    -999,    -999,    -999,    -999,    -999,    -999,531.9424_0Ac,F,      23, PRM
A,532.0257_0Ac,2008-04-09,14:07:30,      72,      39,     -62,      -3,      30,       0,NULL,F,      24, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,532.0257_0Ac,Z,      23, faint
A,533.5882_0Ac,2008-04-11,02:37:30,     268,      39,     192,      -9,     -21,       2,NULL,O,      24, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,533.5882_0Ac,Z,      23, faint
A,534.5049_0Ac,2008-04-12,00:37:30,      57,      24,     170,     -42,      79,       4,534.5049_0B,O,      24,NULL
B,534.5049_0B,2008-04-12,00:07:54,    -999,    -999,    -999,    -999,    -999,    -999,534.5049_0Ac,J,      23,NULL
A,535.1924_0A,2008-04-12,16:37:54,    -999,    -999,    -999,    -999,    -999,    -999,535.2757_0B,W,      24, fF
B,535.2757_0B,2008-04-12,18:37:54,    -999,    -999,    -999,    -999,    -999,    -999,535.1924_0A,W,      23, FF
A,536.6924_0Ac,2008-04-14,05:07:30,     117,      24,     491,      33,     160,       0,536.7549_0B,U,      24,NULL
B,536.7549_0B,2008-04-14,06:07:54,    -999,    -999,    -999,    -999,    -999,    -999,536.6924_0Ac,O,      23,NULL
A,536.7965_0A,2008-04-14,07:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      24,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,536.7965_0A,Z,      23,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,538.1299_0B,Z,      24,NULL
B,538.1299_0B,2008-04-15,15:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      23,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,538.8799_0Bc,Z,      24,NULL
B,538.8799_0Bc,2008-04-16,09:37:59,      81,      28,     -71,     -11,     121,      -2,NULL,O,      23,NULL
A,539.5049_0A,2008-04-17,00:07:54,    -999,    -999,    -999,    -999,    -999,    -999,539.4424_0B,U,      24,NULL
B,539.4424_0B,2008-04-16,22:37:54,    -999,    -999,    -999,    -999,    -999,    -999,539.5049_0A,J,      23,NULL
A,541.2132_0A,2008-04-18,17:07:54,    -999,    -999,    -999,    -999,    -999,    -999,541.2340_0B,O,      24,NULL
B,541.2340_0B,2008-04-18,17:37:54,    -999,    -999,    -999,    -999,    -999,    -999,541.2132_0A,O,      23,NULL
A,541.7757_0A,2008-04-19,06:37:54,    -999,    -999,    -999,    -999,    -999,    -999,541.7132_0B,J,      24,NULL
B,541.7132_0B,2008-04-19,05:07:54,    -999,    -999,    -999,    -999,    -999,    -999,541.7757_0A,J,      23,NULL
A,542.2757_0A,2008-04-19,18:37:54,    -999,    -999,    -999,    -999,    -999,    -999,542.0882_0B,O,      24,NULL
B,542.0882_0B,2008-04-19,14:07:54,    -999,    -999,    -999,    -999,    -999,    -999,542.2757_0A,O,      23,NULL
A,542.4424_0A,2008-04-19,22:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      24,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,542.4424_0A,Z,      23,NULL
A,545.3382_0A,2008-04-22,20:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      25,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,545.3382_0A,Z,      23, HAL? ; faint
A,546.7340_0A,2008-04-24,05:37:54,    -999,    -999,    -999,    -999,    -999,    -999,546.9840_0B,U,      25,NULL
B,546.9840_0B,2008-04-24,11:37:54,    -999,    -999,    -999,    -999,    -999,    -999,546.7340_0A,U,      23,NULL
A,547.6090_0A,2008-04-25,02:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,W,      25, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,547.6090_0A,Z,      23, faint
A,548.7132_0A,2008-04-26,05:07:54,    -999,    -999,    -999,    -999,    -999,    -999,548.6715_0B,U,      25, faint
B,548.6715_0B,2008-04-26,04:07:54,    -999,    -999,    -999,    -999,    -999,    -999,548.7132_0A,U,      23, faint
A,548.6924_0A,2008-04-26,04:37:54,    -999,    -999,    -999,    -999,    -999,    -999,548.6924_0B,U,      25,NULL
B,548.6924_0B,2008-04-26,04:37:54,    -999,    -999,    -999,    -999,    -999,    -999,548.6924_0A,U,      23,NULL
A,549.1090_0Ac,2008-04-26,14:37:30,      64,      56,     437,     -20,     145,     -52,549.1507_0B,FS,      25, PRM
B,549.1507_0B,2008-04-26,15:37:54,    -999,    -999,    -999,    -999,    -999,    -999,549.1090_0Ac,LS,      23, HAL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,550.0465_0B,Z,      25, faint
B,550.0465_0B,2008-04-27,13:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      23, SB ; OFL
A,551.5465_0Ac,2008-04-29,02:07:30,     289,      11,      32,     -17,      32,       0,551.5882_0B,J,      25, SUR
B,551.5882_0B,2008-04-29,02:07:54,    -999,    -999,    -999,    -999,    -999,    -999,551.5465_0Ac,J,      24, SUR
A,553.0674_0A,2008-04-30,13:37:54,    -999,    -999,    -999,    -999,    -999,    -999,553.1090_0B,J,      25,NULL
B,553.1090_0B,2008-04-30,14:37:54,    -999,    -999,    -999,    -999,    -999,    -999,553.0674_0A,J,      24,NULL
A,554.0257_0A,2008-05-01,12:37:54,    -999,    -999,    -999,    -999,    -999,    -999,554.2132_0Bc,O,      25,NULL
B,554.2132_0Bc,2008-05-01,18:38:05,      77,       9,     140,      -1,      15,       0,554.0257_0A,F,      24, OFL
A,554.8590_0A,2008-05-02,08:37:54,    -999,    -999,    -999,    -999,    -999,    -999,555.2132_0B,U,      25,NULL
B,555.2132_0B,2008-05-02,17:07:54,    -999,    -999,    -999,    -999,    -999,    -999,554.8590_0A,L,      24, faint 
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,558.8382_0B,Z,      26,NULL
B,558.8382_0B,2008-05-06,08:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      24,NULL
A,562.4632_0A,2008-05-09,23:07:54,    -999,    -999,    -999,    -999,    -999,    -999,562.4424_0B,U,      26,NULL
B,562.4424_0B,2008-05-09,22:37:54,    -999,    -999,    -999,    -999,    -999,    -999,562.4632_0A,U,      24,NULL
A,563.1924_0A,2008-05-10,16:37:54,    -999,    -999,    -999,    -999,    -999,    -999,563.2132_0Bc,O,      26,NULL
B,563.2132_0Bc,2008-05-10,17:38:08,      96,      12,      49,      -6,      76,       5,563.1924_0A,O,      24,NULL
A,563.5674_0A,2008-05-11,01:37:54,    -999,    -999,    -999,    -999,    -999,    -999,563.5465_0B,J,      26,NULL
B,563.5465_0B,2008-05-11,01:07:54,    -999,    -999,    -999,    -999,    -999,    -999,563.5674_0A,J,      24,NULL
A,563.7965_0A,2008-05-11,07:07:54,    -999,    -999,    -999,    -999,    -999,    -999,563.9840_0B,U,      26,NULL
B,563.9840_0B,2008-05-11,11:37:54,    -999,    -999,    -999,    -999,    -999,    -999,563.7965_0A,U,      24,NULL
A,567.1507_0A,2008-05-14,15:37:54,    -999,    -999,    -999,    -999,    -999,    -999,567.2340_0B,O,      26, faint
B,567.2340_0B,2008-05-14,17:37:54,    -999,    -999,    -999,    -999,    -999,    -999,567.1507_0A,O,      24, faint
A,567.7965_0A,2008-05-15,07:07:54,    -999,    -999,    -999,    -999,    -999,    -999,567.7965_0Bc,O,      27,NULL
B,567.7965_0Bc,2008-05-15,07:38:10,      82,       9,     -29,     -14,     -24,       2,567.7965_0A,J,      24,NULL
A,568.6924_0A,2008-05-16,04:37:54,    -999,    -999,    -999,    -999,    -999,    -999,568.5674_0Bc,O,      27, faint
B,568.5674_0Bc,2008-05-16,04:38:10,      95,      11,      98,      -1,      41,       0,568.6924_0A,O,      24, faint
A,569.9424_0Ac,2008-05-17,10:37:30,      91,      27,     983,       0,     336,      18,569.9840_0B,F,      27,NULL
B,569.9840_0B,2008-05-17,11:37:54,    -999,    -999,    -999,    -999,    -999,    -999,569.9424_0Ac,L,      24, HAL
