S/C,Event ID,Date,Time,CPA,Width,Vrad,Radial Accel.,Vexp,Expansion Accel.,Cross Id,Type,Sep. Angle,Comments
B,2659.6208_0B,2/5/14,2:54:00,-999,-999,-999,-999,-999,-999,2659.6208_0A,O,157, OFL ; CS
A,2660.4958_0A,2/5/14,23:54:00,-999,-999,-999,-999,-999,-999,2660.4958_0B,J,151, FF ; DPL
B,2660.4958_0B,2/5/14,23:54:00,-999,-999,-999,-999,-999,-999,2660.4958_0A,O,157, faint
A,2660.5375_0A,2/6/14,0:54:00,-999,-999,-999,-999,-999,-999,2660.5583_0B,F,151, OFL
B,2660.5583_0B,2/6/14,1:24:00,-999,-999,-999,-999,-999,-999,2660.5375_0A,F,157, OFL
A,2660.5583_0A,2/6/14,1:24:00,-999,-999,-999,-999,-999,-999,2660.7667_0B,F,151, SB ; OFL
B,2660.7667_0B,2/6/14,6:24:00,-999,-999,-999,-999,-999,-999,2660.5583_0A,F,157, SB
A,2660.8292_0A,2/6/14,7:54:00,-999,-999,-999,-999,-999,-999,NULL,O,151, SUR? ; OFL
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2660.8292_0A,Z,157,NULL
A,2661.0167_0A,2/6/14,12:24:00,-999,-999,-999,-999,-999,-999,2661.1625_0B,F,151, SB ; 3P ; PRM ; CS
B,2661.1625_0B,2/6/14,15:54:00,-999,-999,-999,-999,-999,-999,2661.0167_0A,F,157, SB ; 3P ; PRM
A,2662.0688_0A,2/7/14,13:39:00,-999,-999,-999,-999,-999,-999,NULL,J,151, OFL
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2662.0688_0A,Z,157,NULL
A,2662.0792_0A,2/7/14,13:54:00,-999,-999,-999,-999,-999,-999,2662.1521_0Bc,O,151, FF ; OFL
B,2662.1521_0Bc,2/7/14,16:24:59,160,17,359,0,12,-29,2662.0792_0A,O,157, FF ; OFL
A,2662.3292_0A,2/7/14,19:54:00,-999,-999,-999,-999,-999,-999,2662.4125_0Bc,F,151, OFL
B,2662.4125_0Bc,2/7/14,23:24:59,270,0,449,-27485,174,13,2662.3292_0A,F,157,  OFL
A,2662.3708_0Ac,2/7/14,22:39:00,132,54,449,-27,368,-24,2662.4854_0Bc,O,151, SB? ; OFL ; CS ; faint
B,2662.4854_0Bc,2/8/14,0:24:59,270,0,501,-5074,507,-19,2662.3708_0Ac,O,157, SB? ; OFL 
A,2662.7458_0A,2/8/14,5:54:00,-999,-999,-999,-999,-999,-999,NULL,J,151, FF?
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2662.7458_0A,Z,157,NULL
A,2662.8083_0A,2/8/14,7:24:00,-999,-999,-999,-999,-999,-999,2662.8188_0B,F,151, SB? ; OVR
B,2662.8188_0B,2/8/14,7:39:00,-999,-999,-999,-999,-999,-999,2662.8083_0A,F,157, SB ; OVR
A,2663.2771_0A,2/8/14,18:39:00,-999,-999,-999,-999,-999,-999,2663.3083_0B,FP,151,NULL
B,2663.3083_0B,2/8/14,19:24:00,-999,-999,-999,-999,-999,-999,2663.2771_0A,FP,157,NULL
A,2663.5583_0A,2/9/14,1:24:00,-999,-999,-999,-999,-999,-999,2663.4854_0B,U,151, faint 
B,2663.4854_0B,2/8/14,23:39:00,-999,-999,-999,-999,-999,-999,2663.5583_0A,W,158, SB?
A,2663.6625_0A,2/9/14,3:54:00,-999,-999,-999,-999,-999,-999,2663.6417_0B,J,151, FF
B,2663.6417_0B,2/9/14,3:24:00,-999,-999,-999,-999,-999,-999,2663.6625_0A,J,158, FF
A,2663.9438_0A,2/9/14,10:39:00,-999,-999,-999,-999,-999,-999,NULL,FP,151, CS? ; OFL
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2663.9438_0A,Z,158,NULL
A,2664.1833_0Ac,2/9/14,16:24:00,249,100,990,-41,1153,-113,2664.1833_0Bc,FS,151, 3P ; OFL
B,2664.1833_0Bc,2/9/14,16:39:59,262,77,573,0,562,-55,2664.1833_0Ac,FS,158, HAL ; OFL
A,2664.5375_0A,2/10/14,0:54:00,-999,-999,-999,-999,-999,-999,2664.7042_0B,F,151, SB ; 3P
B,2664.7042_0B,2/10/14,4:54:00,-999,-999,-999,-999,-999,-999,2664.5375_0A,F,158, SB ; 3P ; PRM?
A,2664.5583_0A,2/10/14,1:24:00,-999,-999,-999,-999,-999,-999,2664.6208_0Bc,U,151, SB? ; OFL
B,2664.6208_0Bc,2/10/14,2:54:59,297,24,330,0,-48,-6,2664.5583_0A,W,158, SB? ; OFL
A,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2665.3188_0B,Z,151, faint ; CS ; GAP
B,2665.3188_0B,2/10/14,19:39:00,-999,-999,-999,-999,-999,-999,NULL,F,158,NULL
A,2665.3917_0Ac,2/10/14,21:39:00,231,64,348,-40,-816,-13,2665.4333_0Bc,OS,151, OVR ; OFL
B,2665.4333_0Bc,2/10/14,22:39:59,193,58,436,-16,162,-26,2665.3917_0Ac,OS,158, HAL ; OFL
A,2665.5167_0Ac,2/11/14,0:24:00,252,25,805,-37,-554,65,2665.5375_0B,O,152, OVR
B,2665.5375_0B,2/11/14,0:54:00,-999,-999,-999,-999,-999,-999,2665.5167_0Ac,O,158, HAL ; OVR
A,2665.6938_0A,2/11/14,4:39:00,-999,-999,-999,-999,-999,-999,2665.7250_0B,O,152, GAP
B,2665.7250_0B,2/11/14,5:24:00,-999,-999,-999,-999,-999,-999,2665.6938_0A,O,158, GAP
A,2665.9438_0Ac,2/11/14,10:39:00,63,52,393,0,358,9,2665.9438_0B,L,152, OVR
B,2665.9438_0B,2/11/14,10:39:00,-999,-999,-999,-999,-999,-999,2665.9438_0Ac,L,158, HAL
A,2666.1000_0Ac,2/11/14,14:24:00,70,93,104,-8,228,0,2666.1000_0Bc,F,152, SB? ; OVR
B,2666.1000_0Bc,2/11/14,14:24:59,71,47,253,-15,129,-14,2666.1000_0Ac,F,158, SB?
A,2666.3188_0Ac,2/11/14,19:39:00,104,92,647,-3,516,-33,2666.3292_0B,FS,152, 3P ; OFL ; CS
B,2666.3292_0B,2/11/14,19:54:00,-999,-999,-999,-999,-999,-999,2666.3188_0Ac,FS,158, 3P ; CS
A,2666.7250_0Ac,2/12/14,5:39:00,88,94,102,-21,-742,50,2666.7667_0Bc,FS,152,NULL
B,2666.7667_0Bc,2/12/14,6:54:58,319,80,378,0,244,-3,2666.7250_0Ac,L,158,NULL
A,2666.9021_0Ac,2/12/14,10:24:00,202,54,340,12,226,7,2666.9542_0Bc,F,152, SB ; 3P ; CS ; OFL
B,2666.9542_0Bc,2/12/14,11:39:58,228,37,316,9,158,4,2666.9021_0Ac,F,158, SB ; 3P ; CS ; OFL
A,2667.0271_0A,2/12/14,12:39:00,-999,-999,-999,-999,-999,-999,2667.0271_0B,JP,152, OVR
B,2667.0271_0B,2/12/14,12:39:00,-999,-999,-999,-999,-999,-999,2667.0271_0A,JS,158,NULL
A,2667.0375_0Ac,2/12/14,13:24:00,65,91,431,-67,385,-86,2667.0688_0B,L,152, OFL ; CS?
B,2667.0688_0B,2/12/14,13:39:00,-999,-999,-999,-999,-999,-999,2667.0375_0Ac,F,158, OFL
A,2667.3917_0A,2/12/14,21:24:00,-999,-999,-999,-999,-999,-999,2667.3917_0B,O,152,NULL
B,2667.3917_0B,2/12/14,21:24:00,-999,-999,-999,-999,-999,-999,2667.3917_0A,O,158, CS
A,2667.4542_0Ac,2/12/14,23:24:00,113,77,850,0,563,104,2667.4542_0Bc,OS,152, OFL
B,2667.4542_0Bc,2/12/14,23:24:58,101,51,1202,-51,526,172,2667.4542_0Ac,OS,158,NULL
A,2668.1833_0A,2/13/14,16:24:00,-999,-999,-999,-999,-999,-999,2668.2042_0B,OS,152,NULL
B,2668.2042_0B,2/13/14,16:54:00,-999,-999,-999,-999,-999,-999,2668.1833_0A,JS,158,NULL
A,2668.8708_0Ac,2/14/14,8:54:00,131,80,234,-155,-2432,-1058,2668.8708_0Bc,LS,152,NULL
B,2668.8708_0Bc,2/14/14,8:54:58,101,83,726,-576,263,-1326,2668.8708_0Ac,FS,158,NULL
A,2668.9333_0A,2/14/14,10:24:00,-999,-999,-999,-999,-999,-999,2668.9958_0B,F,152, SB ; 3P ; CS
B,2668.9958_0B,2/14/14,11:54:00,-999,-999,-999,-999,-999,-999,2668.9333_0A,F,158, SB ; 3P ; CS
A,2669.2250_0A,2/14/14,17:24:00,-999,-999,-999,-999,-999,-999,NULL,U,152, FF ; OFL
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2669.2250_0A,Z,158,NULL
A,2669.6000_0Ac,2/15/14,2:39:00,81,45,318,6,-193,-23,NULL,US,152, OFL
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2669.6000_0Ac,Z,158,NULL
A,2669.8917_0Ac,2/15/14,9:39:00,226,30,637,23,258,-20,2669.9333_0B,OS,152,NULL
B,2669.9333_0B,2/15/14,10:24:00,-999,-999,-999,-999,-999,-999,2669.8917_0Ac,F,158,NULL
A,2670.1417_0A,2/15/14,15:24:00,-999,-999,-999,-999,-999,-999,2670.1625_0B,OS,152,NULL
B,2670.1625_0B,2/15/14,15:54:00,-999,-999,-999,-999,-999,-999,2670.1417_0A,FS,158, CS?
A,2670.3708_0A,2/15/14,20:54:00,-999,-999,-999,-999,-999,-999,2670.4125_0B,F,152, CS
B,2670.4125_0B,2/15/14,21:54:00,-999,-999,-999,-999,-999,-999,2670.3708_0A,FS,158,NULL
A,2670.4542_0A,2/15/14,22:54:00,-999,-999,-999,-999,-999,-999,NULL,O,152, FF ; OFL
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2670.4542_0A,Z,158,NULL
A,2670.7771_0A,2/16/14,6:39:00,-999,-999,-999,-999,-999,-999,2670.8292_0B,L,152, FF
B,2670.8292_0B,2/16/14,7:54:00,-999,-999,-999,-999,-999,-999,2670.7771_0A,L,159, FF
A,2670.9125_0A,2/16/14,9:54:00,-999,-999,-999,-999,-999,-999,NULL,OS,152, OFL ; FF?
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2670.9125_0A,Z,159,NULL
A,2671.0375_0Ac,2/16/14,13:24:00,285,87,686,0,-184,-8,2671.0688_0B,FS,152, CS
B,2671.0688_0B,2/16/14,13:39:00,-999,-999,-999,-999,-999,-999,2671.0375_0Ac,FS,159, CS
A,2671.3292_0A,2/16/14,19:54:00,-999,-999,-999,-999,-999,-999,NULL,W,152, FF
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2671.3292_0A,Z,159,NULL
A,2671.6521_0Ac,2/17/14,4:24:00,126,16,307,9,43,-5,NULL,JS,152, OVR
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2671.6521_0Ac,Z,159,NULL
A,2671.6833_0A,2/17/14,4:24:00,-999,-999,-999,-999,-999,-999,2671.7250_0B,F,152,NULL
B,2671.7250_0B,2/17/14,5:24:00,-999,-999,-999,-999,-999,-999,2671.6833_0A,F,159,NULL
A,2671.7354_0A,2/17/14,5:39:00,-999,-999,-999,-999,-999,-999,2671.7458_0B,L,152, FF
B,2671.7458_0B,2/17/14,5:54:00,-999,-999,-999,-999,-999,-999,2671.7354_0A,O,159, FF
A,2671.9021_0A,2/17/14,9:39:00,-999,-999,-999,-999,-999,-999,2671.9125_0B,O,152, SB
B,2671.9125_0B,2/17/14,9:54:00,-999,-999,-999,-999,-999,-999,2671.9021_0A,O,159, SB
A,2672.5167_0A,2/18/14,0:24:00,-999,-999,-999,-999,-999,-999,2672.5375_0B,JP,152, OVR
B,2672.5375_0B,2/18/14,0:54:00,-999,-999,-999,-999,-999,-999,2672.5167_0A,J,159, OVR
A,2672.5688_0A,2/18/14,1:39:00,-999,-999,-999,-999,-999,-999,2672.5688_0B,L,152, OFL ; CS
B,2672.5688_0B,2/18/14,1:39:00,-999,-999,-999,-999,-999,-999,2672.5688_0A,L,159, OFL
A,2673.5271_0A,2/19/14,0:39:00,-999,-999,-999,-999,-999,-999,2673.5167_0B,F,152, CS ; 3P ; OFL
B,2673.5167_0B,2/19/14,0:24:00,-999,-999,-999,-999,-999,-999,2673.5271_0A,F,159, CS ; OFL
A,2673.6938_0A,2/19/14,4:39:00,-999,-999,-999,-999,-999,-999,2673.7250_0Bc,LS,152,NULL
B,2673.7250_0Bc,2/19/14,5:39:57,179,76,649,-5,755,111,2673.6938_0A,FS,159,NULL
A,2674.1625_0A,2/19/14,15:54:00,-999,-999,-999,-999,-999,-999,2674.1938_0B,FS,152, OFL ; CS
B,2674.1938_0B,2/19/14,16:39:00,-999,-999,-999,-999,-999,-999,2674.1625_0A,LS,159, OFL
A,2674.6417_0A,2/20/14,3:24:00,-999,-999,-999,-999,-999,-999,2674.6417_0B,LS,152, OFL
B,2674.6417_0B,2/20/14,3:24:00,-999,-999,-999,-999,-999,-999,2674.6417_0A,LS,159, OFL
A,2674.8500_0Ac,2/20/14,8:24:00,96,85,1019,0,728,-201,2674.8500_0B,LS,152, SB ; CS ; OFL
B,2674.8500_0B,2/20/14,8:24:00,-999,-999,-999,-999,-999,-999,2674.8500_0Ac,LS,159,SB ; OFL
A,2675.5375_0Ac,2/21/14,1:24:00,260,42,905,15,538,-38,2675.6000_0B,OS,152, SUR ; FF?
B,2675.6000_0B,2/21/14,2:24:00,-999,-999,-999,-999,-999,-999,2675.5375_0Ac,JS,159, SUR ; FF
A,2675.8188_0A,2/21/14,7:39:00,-999,-999,-999,-999,-999,-999,2675.9125_0B,O,152, OVR
B,2675.9125_0B,2/21/14,9:54:00,-999,-999,-999,-999,-999,-999,2675.8188_0A,O,159, OVR
A,2676.1833_0Ac,2/21/14,16:24:00,240,93,1405,0,1694,0,2676.1833_0B,FS,152, OFL ; CS ; DPL
B,2676.1833_0B,2/21/14,16:24:00,-999,-999,-999,-999,-999,-999,2676.1833_0Ac,FS,159, OFL ; CS ; DPL
A,2677.0167_0Ac,2/22/14,12:39:00,175,66,888,0,302,888,2677.0375_0B,FS,152, PRM ; 3P ; Ha
B,2677.0375_0B,2/22/14,12:54:00,-999,-999,-999,-999,-999,-999,2677.0167_0Ac,FS,159, PRM ; 3P ; Ha
A,2677.1625_0Ac,2/22/14,16:24:00,250,38,709,-15,187,-90,2677.1833_0Bc,OW,152, OFL
B,2677.1833_0Bc,2/22/14,16:39:56,242,27,733,0,363,8,2677.1625_0Ac,F,159, OFL
A,2677.7875_0Ac,2/23/14,7:24:00,257,33,91,-90,159,-39,2677.8083_0B,OS,152, SUR ; PRM ; OFL
B,2677.8083_0B,2/23/14,7:24:00,-999,-999,-999,-999,-999,-999,2677.7875_0Ac,O,160, OFL
A,2678.1625_0A,2/23/14,15:54:00,-999,-999,-999,-999,-999,-999,2678.2875_0B,F,152, SB ; 3P ; PRM ; CS ; OFL
B,2678.2875_0B,2/23/14,18:54:00,-999,-999,-999,-999,-999,-999,2678.1625_0A,O,160, SB ; CS ; OFL ; faint
A,2678.9958_0Ac,2/24/14,12:24:00,246,32,615,0,-133,561,2679.0167_0Bc,O,152, FF?
B,2679.0167_0Bc,2/24/14,12:24:55,252,29,560,-6,263,-558,2678.9958_0Ac,O,160, FF?
A,2679.1104_0A,2/24/14,14:39:00,-999,-999,-999,-999,-999,-999,2679.1417_0B,W,152, FF ; OVR
B,2679.1417_0B,2/24/14,15:24:00,-999,-999,-999,-999,-999,-999,2679.1104_0A,W,160, FF ; OVR
A,2679.4854_0Ac,2/24/14,23:54:00,135,52,856,0,492,-7,2679.4854_0B,FS,152, 3P
B,2679.4854_0B,2/24/14,23:39:00,-999,-999,-999,-999,-999,-999,2679.4854_0Ac,LS,160, CS ; OVR ; 3P
A,2679.5375_0Ac,2/25/14,1:24:00,245,121,1950,0,2782,0,2679.5583_0Bc,FS,152, PRM ; Ha ; SEP ; CS
B,2679.5583_0Bc,2/25/14,1:24:55,247,108,2045,735,3018,0,2679.5375_0Ac,FS,160, PRM ; Ha ;  ; SEP
A,2679.6104_0A,2/25/14,2:39:00,-999,-999,-999,-999,-999,-999,NULL,L,152, SB ; OVR
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2679.6104_0A,Z,160,NULL
A,2680.1521_0A,2/25/14,15:39:00,-999,-999,-999,-999,-999,-999,2680.3708_0B,F,152, SB ; 3P
B,2680.3708_0B,2/25/14,20:54:00,-999,-999,-999,-999,-999,-999,2680.1521_0A,O,160, SB ; faint
A,2681.2042_0A,2/26/14,16:54:00,-999,-999,-999,-999,-999,-999,2681.3708_0B,F,152, SB ; 3P ; KEY ; CS ; OFL
B,2681.3708_0B,2/26/14,20:54:00,-999,-999,-999,-999,-999,-999,2681.2042_0A,F,160, SB ; 3P
A,2683.4333_0A,2/28/14,22:24:00,-999,-999,-999,-999,-999,-999,2683.4438_0B,J,152, OFL
B,2683.4438_0B,2/28/14,22:39:00,-999,-999,-999,-999,-999,-999,2683.4333_0A,O,160, FF?
A,2683.6417_0A,3/1/14,3:24:00,-999,-999,-999,-999,-999,-999,2683.6833_0B,W,152,NULL
B,2683.6833_0B,3/1/14,4:24:00,-999,-999,-999,-999,-999,-999,2683.6417_0A,U,160,NULL
A,2683.7771_0A,3/1/14,6:39:00,-999,-999,-999,-999,-999,-999,2683.8500_0B,F,152, SB ; 3P ; CS
B,2683.8500_0B,3/1/14,8:24:00,-999,-999,-999,-999,-999,-999,2683.7771_0A,O,160, OFL
A,2683.9542_0Ac,3/1/14,11:24:00,283,19,-16,-30,216,19,2683.9958_0B,O,152, OFL ; CS?
B,2683.9958_0B,3/1/14,11:54:00,-999,-999,-999,-999,-999,-999,2683.9542_0Ac,O,160, OFL
A,2684.3708_0A,3/1/14,20:54:00,-999,-999,-999,-999,-999,-999,2684.3708_0B,O,152, OFL
B,2684.3708_0B,3/1/14,20:54:00,-999,-999,-999,-999,-999,-999,2684.3708_0A,W,160,NULL
A,2684.7042_0A,3/2/14,4:54:00,-999,-999,-999,-999,-999,-999,2684.7250_0B,O,152,NULL
B,2684.7250_0B,3/2/14,5:24:00,-999,-999,-999,-999,-999,-999,2684.7042_0A,O,160,NULL
A,2686.5375_0Ac,3/4/14,1:08:00,52,12,219,0,-366,5,2686.5792_0B,O,153, FF
B,2686.5792_0B,3/4/14,1:54:00,-999,-999,-999,-999,-999,-999,2686.5375_0Ac,U,161, FF
A,2686.8083_0Ac,3/4/14,7:39:00,62,26,83,-14,1,-23,2686.8292_0B,WP,153, OVR
B,2686.8292_0B,3/4/14,7:54:00,-999,-999,-999,-999,-999,-999,2686.8083_0Ac,WP,161,NULL
A,2686.9750_0Ac,3/4/14,11:54:00,69,14,364,-3,58,-10,2687.0167_0B,WP,153, FF
B,2687.0167_0B,3/4/14,12:24:00,-999,-999,-999,-999,-999,-999,2686.9750_0Ac,WP,161, FF
A,2687.2771_0Ac,3/4/14,18:54:00,270,31,1067,0,766,0,2687.2875_0B,OS,153, HAL
B,2687.2875_0B,3/4/14,18:54:00,-999,-999,-999,-999,-999,-999,2687.2771_0Ac,FS,161, HAL
A,2687.3604_0Ac,3/4/14,21:39:00,216,74,694,33,568,139,2687.4333_0B,F,153, OFL
B,2687.4333_0B,3/4/14,22:24:00,-999,-999,-999,-999,-999,-999,2687.3604_0Ac,FS,161, CS?
A,2687.6417_0Ac,3/5/14,3:54:00,213,39,640,-30,373,-24,2687.6625_0B,OP,153, CS?
B,2687.6625_0B,3/5/14,3:54:00,-999,-999,-999,-999,-999,-999,2687.6417_0Ac,OP,161, CS?
A,2687.7139_0A,3/5/14,5:08:00,-999,-999,-999,-999,-999,-999,2687.7354_0B,O,153, OFL
B,2687.7354_0B,3/5/14,5:39:00,-999,-999,-999,-999,-999,-999,2687.7139_0A,O,161,NULL
A,2687.8917_0A,3/5/14,9:24:00,-999,-999,-999,-999,-999,-999,2687.9125_0B,FP,153, PRM ; Ha ; DPL ; OFL
B,2687.9125_0B,3/5/14,9:54:00,-999,-999,-999,-999,-999,-999,2687.8917_0A,LSP,161, OFL
A,2688.0792_0Ac,3/5/14,13:53:59,331,145,1045,0,3307,288,2688.0792_0Bc,FS,153,NULL
B,2688.0792_0Bc,3/5/14,14:24:53,21,108,839,0,1301,-94,2688.0792_0Ac,FS,161,NULL
A,2688.3083_0A,3/5/14,19:24:00,-999,-999,-999,-999,-999,-999,2688.3188_0B,OP,153, COL ; OFL ; CS?
B,2688.3188_0B,3/5/14,19:39:00,-999,-999,-999,-999,-999,-999,2688.3083_0A,OP,161, COL ; OFL ; CS?
A,2688.4542_0Ac,3/5/14,23:08:00,331,17,299,-87,1408,0,2688.4854_0B,O,153,NULL
B,2688.4854_0B,3/5/14,23:39:00,-999,-999,-999,-999,-999,-999,2688.4542_0Ac,O,161,NULL
A,2688.7042_0A,3/6/14,4:54:00,-999,-999,-999,-999,-999,-999,2688.9854_0Bc,O,153, SB? ; Faint
B,2688.9854_0Bc,3/6/14,14:24:52,232,42,368,-6,137,0,2688.7042_0A,O,161, faint
A,2688.7354_0A,3/6/14,5:39:00,-999,-999,-999,-999,-999,-999,2688.7354_0B,O,153,NULL
B,2688.7354_0B,3/6/14,5:39:00,-999,-999,-999,-999,-999,-999,2688.7354_0A,J,161,NULL
A,2689.1000_0A,3/6/14,14:24:00,-999,-999,-999,-999,-999,-999,2689.1000_0B,O,153,NULL
B,2689.1000_0B,3/6/14,14:24:00,-999,-999,-999,-999,-999,-999,2689.1000_0A,F,161,NULL
A,2689.6000_0A,3/7/14,2:24:00,-999,-999,-999,-999,-999,-999,NULL,O,153, SB? ; faint
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2689.6000_0A,Z,161,NULL
A,2690.0375_0A,3/7/14,12:54:00,-999,-999,-999,-999,-999,-999,2690.0167_0B,O,153, CS ; OFL ; Double ; OFL
B,2690.0167_0B,3/7/14,12:24:00,-999,-999,-999,-999,-999,-999,2690.0375_0A,J,161, SUR
A,2691.2771_0Ac,3/8/14,18:54:00,239,51,433,0,86,-24,2691.3083_0Bc,F,153, OVR
B,2691.3083_0Bc,3/8/14,19:39:52,257,50,435,0,287,-61,2691.2771_0Ac,F,161, 3P ; OVR
A,2691.6208_0A,3/9/14,2:54:00,-999,-999,-999,-999,-999,-999,2691.6417_0B,OS,153, O ; HAL ; CS
B,2691.6417_0B,3/9/14,3:24:00,-999,-999,-999,-999,-999,-999,2691.6208_0A,OS,161,NULL
A,2691.9125_0A,3/9/14,9:54:00,-999,-999,-999,-999,-999,-999,2691.9542_0B,F,153, DPL ; CS
B,2691.9542_0B,3/9/14,10:54:00,-999,-999,-999,-999,-999,-999,2691.9125_0A,F,161, 3P ; CS
A,2693.0583_0Ac,3/10/14,17:39:00,31,35,204,3,70,0,2693.1833_0B,F,153, SB ; KEY ; CS ; OFL
B,2693.1833_0B,3/10/14,16:24:00,-999,-999,-999,-999,-999,-999,2693.0583_0Ac,F,161, SB ; KEY
A,2693.2771_0A,3/10/14,18:39:00,-999,-999,-999,-999,-999,-999,2693.2667_0B,OS,153, OFL
B,2693.2667_0B,3/10/14,18:24:00,-999,-999,-999,-999,-999,-999,2693.2771_0A,FS,161, 3P ; CS ; OFL
A,2693.9542_0A,3/11/14,10:54:00,-999,-999,-999,-999,-999,-999,2693.9542_0B,O,153, SB?
B,2693.9542_0B,3/11/14,10:54:00,-999,-999,-999,-999,-999,-999,2693.9542_0A,O,161, faint ; SB?
A,2694.0167_0A,3/11/14,12:24:00,-999,-999,-999,-999,-999,-999,2694.0792_0B,O,153, OFL ; SB?
B,2694.0792_0B,3/11/14,13:54:00,-999,-999,-999,-999,-999,-999,2694.0167_0A,O,161, SB ; OFL
A,2694.2354_0A,3/11/14,17:39:00,-999,-999,-999,-999,-999,-999,2694.1938_0B,O,153, OFL ; CS?
B,2694.1938_0B,3/11/14,16:39:00,-999,-999,-999,-999,-999,-999,2694.2354_0A,O,161, OFL ; CS
A,2694.9750_0A,3/12/14,11:24:00,-999,-999,-999,-999,-999,-999,2694.9958_0B,O,153, OVR ; OFL
B,2694.9958_0B,3/12/14,11:54:00,-999,-999,-999,-999,-999,-999,2694.9750_0A,U,161, OFL
A,2694.9854_0Ac,3/12/14,12:24:00,264,25,363,-223,-184,-147,2695.0375_0B,O,153,NULL
B,2695.0375_0B,3/12/14,12:54:00,-999,-999,-999,-999,-999,-999,2694.9854_0Ac,U,161, faint ; HAL
A,2695.1104_0A,3/12/14,14:39:00,-999,-999,-999,-999,-999,-999,2695.1208_0B,OS,153, HAL ; OFL
B,2695.1208_0B,3/12/14,14:54:00,-999,-999,-999,-999,-999,-999,2695.1104_0A,LS,161, HAL ; OFL
A,2695.3292_0A,3/12/14,19:54:00,-999,-999,-999,-999,-999,-999,2695.3500_0B,O,153,NULL
B,2695.3500_0B,3/12/14,20:24:00,-999,-999,-999,-999,-999,-999,2695.3292_0A,O,161,NULL
A,2695.5375_0A,3/13/14,0:54:00,-999,-999,-999,-999,-999,-999,2695.5583_0B,O,153, OFL
B,2695.5583_0B,3/13/14,1:24:00,-999,-999,-999,-999,-999,-999,2695.5375_0A,O,162, OFL
A,2696.2771_0A,3/13/14,18:39:00,-999,-999,-999,-999,-999,-999,NULL,W,153, FF ; faint
B,NULL,NULL,NULL,-999,-999,-999,-999,-999,-999,2696.2771_0A,Z,162,NULL
A,2696.4333_0A,3/13/14,22:24:00,-999,-999,-999,-999,-999,-999,2696.4333_0B,O,153, OFL
B,2696.4333_0B,3/13/14,22:24:00,-999,-999,-999,-999,-999,-999,2696.4333_0A,L,162, faint ; CS? ; OFL
A,2696.5688_0A,3/14/14,1:39:00,-999,-999,-999,-999,-999,-999,2696.6521_0B,O,153, SB ; OFL ; OVR
B,2696.6521_0B,3/14/14,3:39:00,-999,-999,-999,-999,-999,-999,2696.5688_0A,O,162, SB ; OFL ; OVR
A,2696.6306_0Ac,3/14/14,3:39:00,298,27,380,8,178,8,2696.6521_1B,O,153, OFL
B,2696.6521_1B,3/14/14,3:39:00,-999,-999,-999,-999,-999,-999,2696.6306_0Ac,O,162, OFL
A,2696.9333_0Ac,3/14/14,10:24:00,267,80,622,0,525,-41,2696.9438_0B,O,153, OFL
B,2696.9438_0B,3/14/14,10:39:00,-999,-999,-999,-999,-999,-999,2696.9333_0Ac,L,162, OFL ; CS
A,2697.7042_0Ac,3/15/14,5:54:00,13,17,107,1,113,2,2697.8708_0B,F,153, SB ; CS ; OVR
B,2697.8708_0B,3/15/14,8:54:00,-999,-999,-999,-999,-999,-999,2697.7042_0Ac,F,162, SB ; CS
A,2697.9125_0Ac,3/15/14,10:54:00,68,44,186,0,127,-1,2697.9854_0B,O,153, SUR? ; OFL
B,2697.9854_0B,3/15/14,11:39:00,-999,-999,-999,-999,-999,-999,2697.9125_0Ac,U,162, OFL ; faint
A,2698.4958_0A,3/15/14,23:54:00,-999,-999,-999,-999,-999,-999,2698.7354_0B,F,153, 3P ; SB ; CS ; OFL
B,2698.7354_0B,3/16/14,5:39:00,-999,-999,-999,-999,-999,-999,2698.4958_0A,F,162, 3P ; SB? ; CS ; OFL
A,2698.6625_0A,3/16/14,3:54:00,-999,-999,-999,-999,-999,-999,2698.7250_0B,L,153, 3P ; CS? ; HAL
B,2698.7250_0B,3/16/14,5:24:00,-999,-999,-999,-999,-999,-999,2698.6625_0A,F,162, 3P ; OVR
A,2699.2139_0A,3/16/14,17:08:00,-999,-999,-999,-999,-999,-999,2699.3083_0B,F,153, OFL
B,2699.3083_0B,3/16/14,19:24:00,-999,-999,-999,-999,-999,-999,2699.2139_0A,O,162, OFL
A,2699.8083_0A,3/17/14,7:24:00,-999,-999,-999,-999,-999,-999,2699.8188_0B,O,153, FF
B,2699.8188_0B,3/17/14,7:39:00,-999,-999,-999,-999,-999,-999,2699.8083_0A,O,162, faint ; FF
