S/C,Event ID,Date,Time,CPA,Width,Vrad,Radial Accel.,Vexp,Expansion Accel.,Cross Id,Type,Sep. Angle,Comments
B,1191.5583_0Bc,2010-01-29,01:39:49,      75,      36,    -104,     -53,     -24,      -5,1191.5688_0A,O,      70, faint
A,1192.9854_0A,2010-01-30,11:39:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      64, SUR
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1192.9854_0A,Z,      70,NULL
A,1193.5583_0A,2010-01-31,01:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1193.6417_0B,O,      64,NULL
B,1193.6417_0B,2010-01-31,03:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1193.5583_0A,O,      70,NULL
A,1195.1417_0Ac,2010-02-01,16:39:00,     136,      65,     314,       9,     292,       3,1195.1208_0Bc,L,      64, SB
B,1195.1208_0Bc,2010-02-01,15:24:49,     250,      34,     329,      11,     192,      12,1195.1417_0Ac,F,      70,NULL
A,1195.1417_1A,2010-02-01,15:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      64,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1195.1417_1A,Z,      70, faint
A,1195.3292_0A,2010-02-01,19:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      64,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1195.3292_0A,Z,      70,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1195.8292_0B,Z,      64,NULL
B,1195.8292_0B,2010-02-02,07:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      70,NULL
A,1196.3500_0A,2010-02-02,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1196.4750_0B,FP,      64, OFL
B,1196.4750_0B,2010-02-02,23:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1196.3500_0A,FP,      70, GAP ;  OFL
A,1196.3917_0A,2010-02-02,21:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1196.5271_0B,F,      64, SB
B,1196.5271_0B,2010-02-03,00:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1196.3917_0A,F,      70, faint
A,1198.6208_0A,2010-02-05,02:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1198.6417_0B,O,      64, faint ; HAL
B,1198.6417_0B,2010-02-05,03:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1198.6208_0A,O,      70,NULL
A,1199.8188_0A,2010-02-06,07:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1199.8500_0B,F,      64, OVR
B,1199.8500_0B,2010-02-06,08:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1199.8188_0A,F,      70, OVR
A,1199.9750_0A,2010-02-06,11:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1199.9958_0B,OP,      64, OVR
B,1199.9958_0B,2010-02-06,11:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1199.9750_0A,OP,      70, OVR
A,1200.3188_0A,2010-02-06,19:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1200.3500_0B,OP,      64, OVR
B,1200.3500_0B,2010-02-06,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1200.3188_0A,OP,      70, OVR
A,1200.6417_0Ac,2010-02-07,03:24:00,      96,      59,     407,      18,     324,     -24,1200.6521_0Bc,OP,      64, OVR
B,1200.6521_0Bc,2010-02-07,03:39:49,     262,      45,     271,     -16,      79,     -51,1200.6417_0Ac,OP,      70, OVR
A,1201.3604_0A,2010-02-07,20:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1201.4333_0B,JP,      64,NULL
B,1201.4333_0B,2010-02-07,22:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1201.3604_0A,JP,      70,NULL
A,1201.6625_0Ac,2010-02-08,05:24:00,      89,      32,     115,     -12,      90,       2,1201.7458_0B,O,      64,NULL
B,1201.7458_0B,2010-02-08,05:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1201.6625_0Ac,O,      70,NULL
A,1201.8500_0A,2010-02-08,08:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1201.8500_0B,OP,      64,NULL
B,1201.8500_0B,2010-02-08,08:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1201.8500_0A,OP,      70,NULL
A,1203.5271_0A,2010-02-10,00:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1203.5271_0B,F,      64, GAP ; faint ; SB
B,1203.5271_0B,2010-02-10,00:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1203.5271_0A,F,      70, GAP ; faint ; SB
A,1203.5583_0A,2010-02-10,01:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1203.5583_0B,U,      64,NULL
B,1203.5583_0B,2010-02-10,01:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1203.5583_0A,U,      70,NULL
A,1203.8188_0A,2010-02-10,07:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1203.8292_0B,U,      64,NULL
B,1203.8292_0B,2010-02-10,07:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1203.8188_0A,U,      70,NULL
A,1203.8917_0A,2010-02-10,09:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      64, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1203.8917_0A,Z,      70,NULL
A,1204.2250_0Ac,2010-02-10,17:24:00,      95,      21,     699,       0,     223,       3,1204.2354_0Bc,O,      64, SUR
B,1204.2354_0Bc,2010-02-10,17:54:49,     260,      32,     157,     -72,     108,     -27,1204.2250_0Ac,O,      70, SUR
A,1205.0375_0A,2010-02-11,12:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1205.1938_0B,F,      64, SB
B,1205.1938_0B,2010-02-11,16:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1205.0375_0A,F,      70, GAP
A,1205.8188_0Ac,2010-02-12,07:54:00,      65,      58,     964,       0,     592,     -51,1205.8292_0B,U,      64, faint
B,1205.8292_0B,2010-02-12,07:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1205.8188_0Ac,U,      71, faint
A,1205.8917_0A,2010-02-12,09:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      64,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1205.8917_0A,Z,      71,NULL
A,1205.9854_0Ac,2010-02-12,11:54:00,      80,      45,     691,      -9,     356,     119,1205.9958_0Bc,OPS,      64, OVR ;  OFL
B,1205.9958_0Bc,2010-02-12,12:24:25,     286,      55,     636,       0,     323,    -130,1205.9854_0Ac,OSP,      71, OVR
A,1206.4542_0A,2010-02-12,22:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1206.4438_0Bc,OS,      64, OFL
B,1206.4438_0Bc,2010-02-12,22:54:25,     297,      28,     968,     -36,     -32,    -313,1206.4542_0A,OS,      71, OFL
A,1207.4333_0A,2010-02-13,22:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1207.4021_0B,F,      65, OFL
B,1207.4021_0B,2010-02-13,21:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1207.4333_0A,F,      71, OFL
A,1207.4438_0Ac,2010-02-13,22:54:00,     328,      21,      93,     -56,      20,     -20,NULL,U,      65, SUR
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1207.4438_0Ac,Z,      71,NULL
A,1208.6521_0A,2010-02-15,03:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1208.6833_0B,J,      65,NULL
B,1208.6833_0B,2010-02-15,04:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1208.6521_0A,J,      71,NULL
A,1209.0375_0A,2010-02-15,12:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1209.0688_0B,F,      65,NULL
B,1209.0688_0B,2010-02-15,13:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1209.0375_0A,O,      71,NULL
A,1209.7875_0A,2010-02-16,06:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1209.7875_0B,U,      65, SUR ;  OFL
B,1209.7875_0B,2010-02-16,06:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1209.7875_0A,U,      71, SUR ;  OFL
A,1211.7771_0A,2010-02-18,06:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1211.7667_0B,J,      65,NULL
B,1211.7667_0B,2010-02-18,06:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1211.7771_0A,J,      71,NULL
A,1214.0167_0Ac,2010-02-20,12:24:00,     309,      26,    -176,    -250,      70,       0,1213.9958_0Bc,O,      65,NULL
B,1213.9958_0Bc,2010-02-20,11:54:24,      68,      38,    1532,       0,    1946,     520,1214.0167_0Ac,O,      71,NULL
A,1214.5583_0A,2010-02-21,01:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1214.5583_0Bc,J,      65, SUR
B,1214.5583_0Bc,2010-02-21,01:39:24,      77,       8,     163,    -162,     -60,    -185,1214.5583_0A,J,      71, SUR
A,1214.6833_0A,2010-02-21,04:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1214.6833_0Bc,OP,      65, OVR
B,1214.6833_0Bc,2010-02-21,04:24:24,      72,      28,    1353,     286,     219,      32,1214.6833_0A,OP,      71, OVR
A,1215.8604_0A,2010-02-22,08:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1215.8604_0Bc,U,      65, SUR
B,1215.8604_0Bc,2010-02-22,08:39:23,      83,      12,    1205,       0,     195,      11,1215.8604_0A,U,      71, SUR
A,1215.9438_0Ac,2010-02-22,11:24:00,     277,      28,     370,     -49,     171,     -11,1215.9958_0B,OP,      65,NULL
B,1215.9958_0B,2010-02-22,11:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1215.9438_0Ac,UP,      71,NULL
A,1216.0271_0A,2010-02-22,12:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1216.1000_0B,U,      65, CS
B,1216.1000_0B,2010-02-22,14:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1216.0271_0A,U,      71, faint
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1217.0167_0Bc,Z,      65,NULL
B,1217.0167_0Bc,2010-02-23,12:24:23,      78,      14,    1322,     -44,     248,     335,NULL,J,      71, SUR
A,1217.5688_0A,2010-02-24,01:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1217.6000_0Bc,O,      65,NULL
B,1217.6000_0Bc,2010-02-24,03:24:23,      89,      42,     728,       0,     226,     -33,1217.5688_0A,O,      71,NULL
A,1218.1000_0A,2010-02-24,14:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      65,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1218.1000_0A,Z,      71,NULL
A,1218.1417_0Ac,2010-02-24,15:39:00,     110,      25,     264,       6,      65,       0,1218.3083_0B,F,      65, 3P
B,1218.3083_0B,2010-02-24,19:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1218.1417_0Ac,F,      71, faint
A,1218.2250_0A,2010-02-24,17:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1218.2250_0Bc,US,      65,NULL
B,1218.2250_0Bc,2010-02-24,17:24:23,      54,      23,    1744,       0,    4799,    3196,1218.2250_0A,US,      71,NULL
A,1221.2458_0A,2010-02-27,17:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1221.2458_0B,J,      65,NULL
B,1221.2458_0B,2010-02-27,17:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1221.2458_0A,J,      71,NULL
A,1222.0688_0Ac,2010-02-28,13:54:00,     301,      62,     508,      23,     326,      29,1222.1000_0Bc,F,      65, 3P ; PRM ; Ha ;  OFL
B,1222.1000_0Bc,2010-02-28,14:24:22,      48,      33,     464,      21,      64,      -7,1222.0688_0Ac,F,      71, OFL
A,1222.4958_0Ac,2010-03-01,00:39:00,     112,      46,       9,      -8,      70,       0,1222.4854_0Bc,LS,      65, OFL
B,1222.4854_0Bc,2010-03-01,00:24:22,     256,      27,     275,       7,      66,       0,1222.4958_0Ac,F,      71, OFL
A,1223.4750_0Ac,2010-03-01,23:24:00,      83,      64,     637,      47,     749,      73,1223.4750_0Bc,FS,      65,NULL
B,1223.4750_0Bc,2010-03-01,23:24:22,      46,      46,    2228,    -537,    1350,    -514,1223.4750_0Ac,LS,      71,NULL
A,1223.6521_0A,2010-03-02,03:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1223.6833_0B,OP,      65, OVR
B,1223.6833_0B,2010-03-02,04:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1223.6521_0A,OP,      71, HAL ; OVR
A,1224.1625_0A,2010-03-02,15:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1224.1833_0B,O,      65,NULL
B,1224.1833_0B,2010-03-02,16:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1224.1625_0A,O,      71, faint
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1225.1521_0B,Z,      65,NULL
B,1225.1521_0B,2010-03-03,15:39:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      71,NULL
A,1225.4021_0Ac,2010-03-03,21:54:00,     102,      27,      40,     -10,    -211,     -21,1225.3917_0B,W,      65, FF
B,1225.3917_0B,2010-03-03,21:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1225.4021_0Ac,W,      71, FF
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1226.5375_0B,Z,      65,NULL
B,1226.5375_0B,2010-03-05,00:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      71, faint
A,1227.2458_0A,2010-03-05,17:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1227.3083_0B,F,      65, faint ; SB
B,1227.3083_0B,2010-03-05,19:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1227.2458_0A,F,      71, faint ; SB
A,1227.8188_0Ac,2010-03-06,07:54:00,      86,      52,     858,     -14,     622,      18,1227.8500_0B,O,      65, OFL
B,1227.8500_0B,2010-03-06,08:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1227.8188_0Ac,O,      71, faint ;  OFL
A,1228.0583_0A,2010-03-06,13:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      65, OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1228.0583_0A,Z,      71,NULL
A,1230.5167_0A,2010-03-09,00:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1230.5792_0B,F,      65, SB
B,1230.5792_0B,2010-03-09,01:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1230.5167_0A,F,      71, faint ;  SB
A,1231.4125_0Ac,2010-03-09,22:24:00,     276,      20,     302,       0,      75,       7,1231.4125_0B,U,      65, SUR
B,1231.4125_0B,2010-03-09,21:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1231.4125_0Ac,U,      71, SUR
A,1231.7875_0Ac,2010-03-10,07:24:00,      67,      32,     349,      -7,      89,     -21,1231.8188_0B,U,      66, SUR
B,1231.8188_0B,2010-03-10,07:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1231.7875_0Ac,U,      71, SUR
A,1232.2458_0A,2010-03-10,17:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      66,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1232.2458_0A,Z,      71,NULL
A,1233.4333_0A,2010-03-11,22:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1233.4958_0B,F,      66,NULL
B,1233.4958_0B,2010-03-11,23:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1233.4333_0A,O,      71, faint
A,1233.4958_0A,2010-03-11,23:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1233.4958_1B,O,      66, OVR
B,1233.4958_1B,2010-03-11,23:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1233.4958_0A,O,      71,NULL
A,1235.2354_0A,2010-03-13,17:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1235.2250_0Bc,FS,      66, HAL ;  OFL
B,1235.2250_0Bc,2010-03-13,17:24:21,     293,      35,    1175,       0,     528,    -189,1235.2354_0A,LS,      71, OFL
A,1235.3500_0A,2010-03-13,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1235.3500_0B,OP,      66, OVR ; faint
B,1235.3500_0B,2010-03-13,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1235.3500_0A,OP,      71, OVR ; faint
A,1235.5167_0Ac,2010-03-14,00:24:00,      80,      53,     300,      -6,     154,       0,1235.5271_0B,FS,      66, OFL
B,1235.5271_0B,2010-03-14,00:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1235.5167_0Ac,FS,      71, OFL
A,1235.8083_0A,2010-03-14,07:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1235.7875_0Bc,L,      66, OFL
B,1235.7875_0Bc,2010-03-14,07:24:21,     105,      45,     325,       6,     185,       1,1235.8083_0A,F,      71, OFL
A,1236.7875_0A,2010-03-15,06:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1236.7875_0B,OP,      66, OVR ; faint
B,1236.7875_0B,2010-03-15,06:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1236.7875_0A,OP,      71, OVR ; faint
A,1238.2875_0A,2010-03-16,18:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      66,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1238.2875_0A,Z,      71, faint
A,1239.0167_0A,2010-03-17,12:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,OP,      66, OVR ; faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1239.0167_0A,Z,      71,NULL
A,1239.5167_0A,2010-03-18,00:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1239.5167_0B,W,      66, FF ; faint
B,1239.5167_0B,2010-03-18,00:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1239.5167_0A,W,      71, FF ; faint
A,1239.7875_0A,2010-03-18,06:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1239.8500_0B,OP,      66, faint
B,1239.8500_0B,2010-03-18,08:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1239.7875_0A,OP,      71, faint
A,1240.3188_0Ac,2010-03-18,19:54:00,     257,      36,     277,     -50,     225,       0,NULL,O,      66, OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1240.3188_0Ac,Z,      71, GAP
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1240.5271_0B,Z,      66,NULL
B,1240.5271_0B,2010-03-19,00:39:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,W,      71, GAP
A,1240.9333_0A,2010-03-19,10:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      66,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1240.9333_0A,Z,      71,NULL
A,1240.9958_0Ac,2010-03-19,12:24:00,     108,      36,      61,       0,      84,       0,1240.9750_0Bc,F,      66, OFL
B,1240.9750_0Bc,2010-03-19,11:54:21,     266,      37,     209,       4,      57,       0,1240.9958_0Ac,F,      71, OFL
A,1241.6000_0Ac,2010-03-20,02:54:00,     280,      81,     239,       0,     308,       8,1241.7458_0B,F,      66,NULL
B,1241.7458_0B,2010-03-20,05:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1241.6000_0Ac,L,      71,NULL
A,1243.0688_0A,2010-03-21,13:39:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      66, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1243.0688_0A,Z,      71,NULL
A,1243.7250_0A,2010-03-22,05:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1243.7250_0B,O,      66,NULL
B,1243.7250_0B,2010-03-22,05:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1243.7250_0A,O,      71,NULL
A,1244.0167_0A,2010-03-22,12:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1244.0583_0B,W,      66, faint
B,1244.0583_0B,2010-03-22,13:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1244.0167_0A,W,      71, faint
A,1245.4125_0A,2010-03-23,21:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1245.4438_0B,J,      66, SUR
