S/C,Event ID,Date,Time,CPA,Width,Vrad,Radial Accel.,Vexp,Expansion Accel.,Cross Id,Type,Sep. Angle,Comments
B,296.3799_0B,2007-08-17,21:07:30,    -999,    -999,    -999,    -999,    -999,    -999,296.3590_0A,UP,      10, OVR
A,296.5049_0Ac,2007-08-18,00:37:30,      93,      15,      53,      -9,     -75,      -7,296.5257_0B,UP,      14, OVR
B,296.5257_0B,2007-08-18,00:37:30,    -999,    -999,    -999,    -999,    -999,    -999,296.5049_0Ac,UP,      11, OVR
A,297.0049_0A,2007-08-18,12:07:30,    -999,    -999,    -999,    -999,    -999,    -999,297.0257_0B,JP,      14, OVR
B,297.0257_0B,2007-08-18,12:37:30,    -999,    -999,    -999,    -999,    -999,    -999,297.0049_0A,JP,      11, OVR
A,297.6715_0A,2007-08-19,04:07:30,    -999,    -999,    -999,    -999,    -999,    -999,297.6715_0B,O,      14, faint
B,297.6715_0B,2007-08-19,04:07:30,    -999,    -999,    -999,    -999,    -999,    -999,297.6715_0A,O,      11, faint
A,299.8174_0Ac,2007-08-21,08:37:30,     256,      38,     392,      13,     250,      10,299.9215_0Bc,F,      14, OFL
B,299.9215_0Bc,2007-08-21,11:08:33,     260,      25,     386,      24,     330,      15,299.8174_0Ac,F,      11,NULL
A,302.6507_0Ac,2007-08-24,04:07:30,     106,      56,      30,      -8,    -195,     -12,NULL,O,      15, 2?
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,302.6507_0Ac,Z,      11,NULL
A,303.7549_0Ac,2007-08-25,06:37:30,     273,       8,      47,     -16,     -73,     -18,303.8382_0B,J,      15, faint
B,303.8382_0B,2007-08-25,08:07:30,    -999,    -999,    -999,    -999,    -999,    -999,303.7549_0Ac,J,      11, faint
A,305.6090_0A,2007-08-27,02:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      15,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,305.6090_0A,Z,      11,NULL
A,305.7132_0A,2007-08-27,05:07:30,    -999,    -999,    -999,    -999,    -999,    -999,305.7340_0Bc,F,      15,NULL
B,305.7340_0Bc,2007-08-27,09:38:32,      80,      15,     124,       3,      59,       2,305.7132_0A,F,      11,NULL
A,310.4007_0Ac,2007-08-31,22:07:30,     246,      43,     322,      -4,      79,     -10,310.4424_0Bc,F,      15, OFL
B,310.4424_0Bc,2007-09-01,00:38:31,     253,      43,     352,       0,     133,      -6,310.4007_0Ac,F,      12, GAP
A,317.9007_0Ac,2007-09-08,12:07:30,     289,      28,     -12,      -5,      50,      -1,317.9007_0B,U,      16,NULL
B,317.9007_0B,2007-09-08,09:37:30,    -999,    -999,    -999,    -999,    -999,    -999,317.9007_0Ac,U,      13,NULL
A,321.6090_0Ac,2007-09-12,03:07:30,     256,      14,      69,       0,     -45,       0,NULL,J,      16,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,321.6090_0Ac,Z,      13, bleed
A,321.9632_0A,2007-09-12,11:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      16, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,321.9632_0A,Z,      13,NULL
A,323.3382_0A,2007-09-13,20:07:30,    -999,    -999,    -999,    -999,    -999,    -999,323.3799_0B,J,      16, faint
B,323.3799_0B,2007-09-13,21:07:30,    -999,    -999,    -999,    -999,    -999,    -999,323.3382_0A,J,      13, faint
A,325.9840_0Ac,2007-09-16,11:37:30,     104,      16,     -66,     -21,       1,       0,NULL,W,      17, FF
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,325.9840_0Ac,Z,      14,NULL
A,327.7757_0Ac,2007-09-18,07:07:30,     119,      20,     -84,     -41,       9,      -6,NULL,J,      17,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,327.7757_0Ac,Z,      14,NULL
A,328.7340_0Ac,2007-09-19,07:07:30,     253,      21,      71,       0,      14,       0,329.0465_0B,O,      17, OFL
B,329.0465_0B,2007-09-19,13:07:30,    -999,    -999,    -999,    -999,    -999,    -999,328.7340_0Ac,O,      14, OFL
A,331.4215_0A,2007-09-21,22:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      17,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,331.4215_0A,Z,      14,NULL
A,332.0049_0A,2007-09-22,12:07:30,    -999,    -999,    -999,    -999,    -999,    -999,332.4840_0B,F,      17, OFL
B,332.4840_0B,2007-09-22,23:37:30,    -999,    -999,    -999,    -999,    -999,    -999,332.0049_0A,F,      14, OFL
A,333.0049_0A,2007-09-23,12:07:30,    -999,    -999,    -999,    -999,    -999,    -999,332.9215_0Bc,F,      17,NULL
B,332.9215_0Bc,2007-09-23,10:38:26,      76,       8,     202,       9,      31,       2,333.0049_0A,F,      14,NULL
A,333.3799_0Ac,2007-09-23,21:37:30,     207,      35,       2,      -2,   -1129,      38,333.3799_0B,W,      17, FF
B,333.3799_0B,2007-09-23,21:07:30,    -999,    -999,    -999,    -999,    -999,    -999,333.3799_0Ac,W,      14, FF
A,333.7757_0A,2007-09-24,06:37:30,    -999,    -999,    -999,    -999,    -999,    -999,333.7965_0Bc,FP,      17, faint ; OVR ; OFL
B,333.7965_0Bc,2007-09-24,13:38:26,      79,      34,     113,      -1,      51,       2,333.7757_0A,FP,      15, OVR ; faint ; OFL
A,335.3174_0A,2007-09-25,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      17,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,335.3174_0A,Z,      15,NULL
A,335.6715_0Ac,2007-09-26,04:07:30,     248,      14,      21,     -44,      44,       7,NULL,J,      17,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,335.6715_0Ac,Z,      15, bleed
A,336.1924_0A,2007-09-26,16:37:30,    -999,    -999,    -999,    -999,    -999,    -999,336.2132_0B,J,      17,NULL
B,336.2132_0B,2007-09-26,17:07:30,    -999,    -999,    -999,    -999,    -999,    -999,336.1924_0A,J,      15,NULL
A,340.6507_0Ac,2007-10-01,03:37:30,     268,      14,      33,     -11,      11,       0,NULL,J,      18,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,340.6507_0Ac,Z,      15, GAP
A,343.1299_0A,2007-10-03,15:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      18, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,343.1299_0A,Z,      15, HAL? ; faint
A,344.0465_0Ac,2007-10-04,17:07:30,      92,      10,     -15,      -4,     -13,      -1,343.8174_0B,U,      18,NULL
B,343.8174_0B,2007-10-04,07:37:30,    -999,    -999,    -999,    -999,    -999,    -999,344.0465_0Ac,U,      16,NULL
A,348.1507_0Ac,2007-10-08,17:07:30,     277,      48,      10,      -4,      21,      -1,348.0882_0Bc,F,      18,NULL
B,348.0882_0Bc,2007-10-08,16:38:22,     279,      39,     223,       3,     119,       4,348.1507_0Ac,F,      16,NULL
A,350.8799_0Ac,2007-10-11,10:07:30,     108,       7,     176,     -62,       9,       0,350.9215_0B,J,      18, OFL
B,350.9215_0B,2007-10-11,10:07:54,    -999,    -999,    -999,    -999,    -999,    -999,350.8799_0Ac,J,      16,NULL
A,351.9632_0A,2007-10-12,11:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      18,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,351.9632_0A,Z,      16,NULL
A,354.9007_0Ac,2007-10-15,11:07:30,     105,      17,      83,     -20,      17,      -5,NULL,U,      18,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,354.9007_0Ac,Z,      17,NULL
A,356.3382_0Ac,2007-10-16,23:37:30,      49,      57,      39,       0,    -232,      -3,356.3174_0B,L,      18, OFL
B,356.3174_0B,2007-10-16,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,356.3382_0Ac,F,      17,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,356.8382_0B,Z,      19,NULL
B,356.8382_0B,2007-10-17,08:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      17,NULL
A,357.9632_0A,2007-10-18,11:07:30,    -999,    -999,    -999,    -999,    -999,    -999,357.8799_0B,W,      19,NULL
B,357.8799_0B,2007-10-18,09:07:30,    -999,    -999,    -999,    -999,    -999,    -999,357.9632_0A,W,      17,NULL
A,361.5465_0Ac,2007-10-22,02:37:30,     100,      36,     342,     -14,     595,     -17,361.4840_0Bc,F,      19, OFL ;  ; ROTATED
B,361.4840_0Bc,2007-10-22,02:08:17,      91,      36,     235,       5,     259,      14,361.5465_0Ac,F,      17, OFL ;  ROTATED
A,367.6090_0A,2007-10-28,02:37:54,    -999,    -999,    -999,    -999,    -999,    -999,367.6924_0B,J,      19,NULL
B,367.6924_0B,2007-10-28,04:37:54,    -999,    -999,    -999,    -999,    -999,    -999,367.6090_0A,J,      18, faint
A,370.4007_0A,2007-10-30,21:37:54,    -999,    -999,    -999,    -999,    -999,    -999,370.4632_0B,U,      19,NULL
B,370.4632_0B,2007-10-30,23:07:54,    -999,    -999,    -999,    -999,    -999,    -999,370.4007_0A,U,      18, faint
A,373.4007_0A,2007-11-02,21:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      19,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,373.4007_0A,Z,      18,NULL
A,374.8174_0Ac,2007-11-04,11:37:30,      83,      40,     159,      -1,      93,       5,375.2757_0B,F,      19, PRM
B,375.2757_0B,2007-11-04,18:37:54,    -999,    -999,    -999,    -999,    -999,    -999,374.8174_0Ac,L,      19, HAL ; faint
A,380.6924_0A,2007-11-10,04:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      20,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,380.6924_0A,Z,      19,NULL
A,381.8590_0A,2007-11-11,08:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      20,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,381.8590_0A,Z,      19,NULL
A,382.6715_0Ac,2007-11-12,04:07:30,      85,      16,    -188,     -68,     -62,      -1,382.7132_0Bc,W,      20, FF
B,382.7132_0Bc,2007-11-12,05:38:09,      80,      25,     683,      66,     418,      16,382.6715_0Ac,W,      19, FF ; faint
A,385.1924_0Ac,2007-11-14,18:07:30,     240,      46,     284,      10,     195,       5,385.1715_0Bc,F,      20, PRM ; OFL ; CS
B,385.1715_0Bc,2007-11-14,17:38:08,     252,      34,     279,      10,     165,       9,385.1924_0Ac,F,      19, PRM ; OFL
A,386.0049_0A,2007-11-15,12:07:54,    -999,    -999,    -999,    -999,    -999,    -999,386.2549_0B,L,      20, faint
B,386.2549_0B,2007-11-15,18:07:54,    -999,    -999,    -999,    -999,    -999,    -999,386.0049_0A,LP,      20, faint ; OVR
A,386.8799_0Ac,2007-11-16,10:37:30,     260,      33,     364,      11,     148,       5,386.9840_0Bc,FP,      20, 3P ; Ha ;  OFL
B,386.9840_0Bc,2007-11-16,12:38:07,     250,      17,     -26,     -11,       3,     -22,386.8799_0Ac,FP,      20, OFL
A,391.9215_0A,2007-11-21,10:07:54,    -999,    -999,    -999,    -999,    -999,    -999,391.9215_0B,O,      20, faint
B,391.9215_0B,2007-11-21,10:07:54,    -999,    -999,    -999,    -999,    -999,    -999,391.9215_0A,O,      20, faint
A,392.4632_0A,2007-11-21,23:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      20,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,392.4632_0A,Z,      20,NULL
A,396.4632_0Ac,2007-11-26,03:07:30,      91,      23,      21,      -7,      18,       1,396.4632_0Bc,O,      20, OFL
B,396.4632_0Bc,2007-11-26,03:08:04,      91,      17,     232,      11,     -51,       0,396.4632_0Ac,O,      20, OFL
A,401.4632_0A,2007-11-30,23:07:54,    -999,    -999,    -999,    -999,    -999,    -999,401.4632_0B,F,      20,NULL
B,401.4632_0B,2007-11-30,23:07:54,    -999,    -999,    -999,    -999,    -999,    -999,401.4632_0A,F,      21,NULL
A,403.9632_0A,2007-12-03,11:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      20,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,403.9632_0A,Z,      21,NULL
A,404.7549_0Ac,2007-12-04,08:07:30,     286,      43,     185,       1,     158,       5,404.7549_0Bc,F,      20, 3P ;  OFL
B,404.7549_0Bc,2007-12-04,08:38:01,     281,      33,     223,       6,     118,       6,404.7549_0Ac,F,      21, 3P ; OFL
A,404.7965_0A,2007-12-04,07:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      20,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,404.7965_0A,Z,      21,NULL
A,405.5882_0Ac,2007-12-05,06:07:30,     106,      41,      19,       0,      30,       1,405.7132_0B,O,      20, OFL
B,405.7132_0B,2007-12-05,05:07:54,    -999,    -999,    -999,    -999,    -999,    -999,405.5882_0Ac,O,      21, OFL
A,407.7757_0A,2007-12-07,06:37:54,    -999,    -999,    -999,    -999,    -999,    -999,407.7757_0Bc,W,      20, faint ; FF
B,407.7757_0Bc,2007-12-07,06:37:59,     285,      14,      -2,     -11,    -379,     -26,407.7757_0A,W,      21, FF
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,409.3590_0B,Z,      20,NULL
B,409.3590_0B,2007-12-08,20:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      21,NULL
A,409.4424_0Ac,2007-12-08,22:37:30,      95,       8,      16,     -52,      21,     -11,NULL,U,      20, SUR?
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,409.4424_0Ac,Z,      21,NULL
A,411.8799_0A,2007-12-11,09:07:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      20,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,411.8799_0A,Z,      21,NULL
A,413.0049_0A,2007-12-12,12:07:54,    -999,    -999,    -999,    -999,    -999,    -999,413.0465_0B,J,      20,NULL
B,413.0465_0B,2007-12-12,13:07:54,    -999,    -999,    -999,    -999,    -999,    -999,413.0049_0A,J,      21,NULL
A,415.6924_0Ac,2007-12-15,06:07:30,     297,      15,     296,       0,      89,       0,415.6924_0Bc,U,      20, OFL
B,415.6924_0Bc,2007-12-15,06:07:57,     294,       6,    -146,     -98,      10,       3,415.6924_0Ac,U,      22, OFL
A,416.9840_0A,2007-12-16,11:37:54,    -999,    -999,    -999,    -999,    -999,    -999,416.7965_0Bc,L,      20,NULL
B,416.7965_0Bc,2007-12-16,08:37:56,     103,      37,      42,      -3,     212,       2,416.9840_0A,F,      22, faint ;  HAL?
A,423.5257_0A,2007-12-23,00:37:54,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      21,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,423.5257_0A,Z,      22, GAP
A,425.1507_0Ac,2007-12-24,19:37:30,      97,      23,      64,       0,     -47,       0,NULL,F,      21, OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,425.1507_0Ac,Z,      22, GAP
A,427.0674_0Ac,2007-12-26,14:07:30,     110,      17,      88,     -51,      33,     -14,NULL,J,      21,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,427.0674_0Ac,Z,      22,NULL
A,431.5674_0Ac,2007-12-31,01:37:30,     120,      72,     760,       0,     539,     -74,431.5674_0Bc,FS,      21, DPL ;  OFL
B,431.5674_0Bc,2007-12-31,01:37:52,     118,      78,     800,     -16,     747,    -171,431.5674_0Ac,FS,      22, DPL ;  OFL
