S/C,Event ID,Date,Time,CPA,Width,Vrad,Radial Accel.,Vexp,Expansion Accel.,Cross Id,Type,Sep. Angle,Comments
A,185.5674_0A,2007-04-29,01:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,       4,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,185.5674_0A,Z,       1, GAP
A,187.2132_0A,2007-04-30,17:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,       4, faint ; GAP
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,187.2132_0A,Z,       1,NULL
A,188.0257_0A,2007-05-01,12:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,       4, CS ; OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,188.0257_0A,Z,       1, GAP
A,189.4007_0A,2007-05-02,21:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,       4, OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,189.4007_0A,Z,       1, GAP
A,191.7340_0Ac,2007-05-05,07:07:30,      88,      15,      19,     -18,     -29,     -10,NULL,W,       4, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,191.7340_0Ac,Z,       2, GAP
A,192.5674_0Ac,2007-05-06,02:07:30,      81,      32,     333,      12,    -530,     -21,NULL,O,       4, SUR ;  OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,192.5674_0Ac,Z,       2, GAP
A,194.1299_0A,2007-05-07,15:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,       4,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,194.1299_0A,Z,       2, GAP
A,194.7549_0Ac,2007-05-08,06:37:30,      85,      19,     232,     -40,      31,       1,NULL,O,       4, SUR
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,194.7549_0Ac,Z,       2, GAP
A,195.6090_0Ac,2007-05-09,04:07:30,      78,      52,     232,       1,     161,       0,NULL,F,       4, OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,195.6090_0Ac,Z,       2, GAP
A,196.1090_0Ac,2007-05-09,16:07:30,     251,      38,    -100,     -55,    -198,     -32,NULL,OP,       4,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,196.1090_0Ac,Z,       2, GAP
A,201.1299_0Ac,2007-05-14,15:37:30,      69,      31,      88,       0,    -176,     -13,NULL,F,       5, HAL? ;  ; OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,201.1299_0Ac,Z,       2, GAP
A,202.2965_0Ac,2007-05-15,19:37:30,      76,      72,     336,       4,     312,       1,NULL,FP,       5, PRM ;  OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,202.2965_0Ac,Z,       2, GAP
A,203.2757_0Ac,2007-05-16,18:37:30,     270,       0,     520,   -7775,    -773,    -124,NULL,WP,       5, faint ; OVR ; FF
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,203.2757_0Ac,Z,       2,NULL
A,204.2965_0A,2007-05-17,19:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,       5, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,204.2965_0A,Z,       2,NULL
A,206.0674_0A,2007-05-19,13:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,L,       5, HAL ; faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,206.0674_0A,Z,       2, GAP
A,206.7965_0Ac,2007-05-20,07:37:30,     169,      51,      68,     -24,     289,      -9,NULL,L,       5, HAL?
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,206.7965_0Ac,Z,       2, GAP
A,208.0257_0Ac,2007-05-21,12:37:30,      85,      57,     128,      -5,      97,       2,NULL,F,       5,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,208.0257_0Ac,Z,       3, GAP
A,208.6507_0A,2007-05-22,03:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,       5,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,208.6507_0A,Z,       3, GAP
A,209.1507_0Ac,2007-05-22,16:07:30,     249,      46,     318,       0,     112,       0,NULL,OP,       5,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,209.1507_0Ac,Z,       3, GAP
A,209.6507_0Ac,2007-05-23,08:07:30,      65,      27,      96,       0,     -10,       0,NULL,F,       6, OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,209.6507_0Ac,Z,       3, GAP
A,209.8382_0Ac,2007-05-23,08:07:30,     256,      48,    1082,     122,     516,     234,NULL,FP,       6,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,209.8382_0Ac,Z,       3, GAP
A,211.3799_0A,2007-05-24,21:07:30,    -999,    -999,    -999,    -999,    -999,    -999,211.3799_0B,L,       6, GAP
B,211.3799_0B,2007-05-24,21:07:30,    -999,    -999,    -999,    -999,    -999,    -999,211.3799_0A,L,       3, GAP ; faint
A,212.5465_0Ac,2007-05-26,02:07:30,     106,       8,     237,       4,     -80,      -2,212.5465_0B,J,       6,NULL
B,212.5465_0B,2007-05-26,01:07:30,    -999,    -999,    -999,    -999,    -999,    -999,212.5465_0Ac,J,       3,NULL
A,213.4007_0A,2007-05-26,21:37:30,    -999,    -999,    -999,    -999,    -999,    -999,213.4007_0B,F,       6, GAP ; OFL
B,213.4007_0B,2007-05-26,21:37:30,    -999,    -999,    -999,    -999,    -999,    -999,213.4007_0A,F,       3, GAP ; OFL
A,215.4840_0Ac,2007-05-29,06:07:30,      93,      30,      38,       0,     133,       1,215.6090_0Bc,O,       6, OVR
B,215.6090_0Bc,2007-05-29,09:08:22,      95,      30,      34,       0,     -52,      -1,215.4840_0Ac,O,       3, OVR ;  faint
A,216.5049_0Ac,2007-05-30,00:37:30,      85,      35,      93,     -35,     -52,     -13,216.5049_0Bc,OP,       6, OFL
B,216.5049_0Bc,2007-05-30,00:38:22,      83,      38,     210,     -15,      81,      -6,216.5049_0Ac,OP,       3, OFL
A,217.4632_0A,2007-05-30,23:07:30,    -999,    -999,    -999,    -999,    -999,    -999,217.4840_0B,O,       6, faint
B,217.4840_0B,2007-05-30,23:37:30,    -999,    -999,    -999,    -999,    -999,    -999,217.4632_0A,O,       3, faint
A,218.8174_0Ac,2007-06-01,08:07:30,      87,      35,     111,     -30,     130,     -12,218.8174_0B,O,       6, OFL
B,218.8174_0B,2007-06-01,07:37:30,    -999,    -999,    -999,    -999,    -999,    -999,218.8174_0Ac,O,       3, OFL
A,219.5049_0Ac,2007-06-02,00:37:30,      98,       8,    -109,     -52,     -34,      -7,219.5257_0B,U,       6, OFL
B,219.5257_0B,2007-06-02,00:37:30,    -999,    -999,    -999,    -999,    -999,    -999,219.5049_0Ac,U,       3, OFL
A,219.5465_0A,2007-06-02,01:07:30,    -999,    -999,    -999,    -999,    -999,    -999,219.6715_0B,F,       6, OFL ;  OVR
B,219.6715_0B,2007-06-02,04:07:30,    -999,    -999,    -999,    -999,    -999,    -999,219.5465_0A,F,       3, faint ; OFL ;  ; OVR
A,220.9215_0Ac,2007-06-03,10:07:30,      80,      29,     251,       0,      72,      -9,220.9424_0Bc,O,       7,NULL
B,220.9424_0Bc,2007-06-03,10:38:23,      74,      12,     252,       0,     617,       0,220.9215_0Ac,O,       3, faint
A,221.8799_0Ac,2007-06-04,15:37:30,     248,      37,     153,       2,     135,       2,222.3590_0Bc,F,       7, PRM ;  OFL ;  Ha?
B,222.3590_0Bc,2007-06-05,03:08:24,     259,      17,     202,      11,     170,      -3,221.8799_0Ac,F,       3, PRM ; OFL
A,222.9215_0A,2007-06-05,10:07:30,    -999,    -999,    -999,    -999,    -999,    -999,222.9007_0B,J,       7,NULL
B,222.9007_0B,2007-06-05,09:37:30,    -999,    -999,    -999,    -999,    -999,    -999,222.9215_0A,J,       4,NULL
A,225.2757_0Ac,2007-06-07,20:07:30,     247,      34,     -34,      -8,       0,      -2,225.2965_0B,F,       7, OFL
B,225.2965_0B,2007-06-07,19:07:30,    -999,    -999,    -999,    -999,    -999,    -999,225.2757_0Ac,F,       4, OFL
A,227.8799_0Ac,2007-06-10,09:07:30,     114,      27,     199,       3,      -9,       0,227.9215_0Bc,O,       7,NULL
B,227.9215_0Bc,2007-06-10,11:38:26,     110,      29,     262,      17,      25,       4,227.8799_0Ac,O,       4,NULL
A,229.6299_0Ac,2007-06-12,03:37:30,      75,      42,      36,      -4,      63,       4,229.7132_0Bc,F,       7, OFL
B,229.7132_0Bc,2007-06-12,06:38:26,      71,      14,    -125,      -6,    -104,      -1,229.6299_0Ac,F,       4, OFL ;  faint
A,230.3174_0Ac,2007-06-12,21:07:30,     209,      17,      66,       0,     311,      13,230.3590_0B,W,       7, faint
B,230.3590_0B,2007-06-12,20:37:30,    -999,    -999,    -999,    -999,    -999,    -999,230.3174_0Ac,W,       4, faint
A,231.1924_0A,2007-06-13,16:37:30,    -999,    -999,    -999,    -999,    -999,    -999,231.2132_0B,O,       7, faint
B,231.2132_0B,2007-06-13,17:07:30,    -999,    -999,    -999,    -999,    -999,    -999,231.1924_0A,O,       4, faint
A,231.9840_0A,2007-06-14,11:37:30,    -999,    -999,    -999,    -999,    -999,    -999,232.0257_0Bc,U,       8, faint
B,232.0257_0Bc,2007-06-14,14:08:27,     244,      21,     317,       0,     108,      -4,231.9840_0A,U,       4, faint
A,234.8799_0A,2007-06-17,09:07:30,    -999,    -999,    -999,    -999,    -999,    -999,234.9007_0Bc,F,       8,NULL
B,234.9007_0Bc,2007-06-17,11:08:28,     286,      18,      48,     -12,       9,       1,234.8799_0A,O,       4,NULL
A,237.1090_0Ac,2007-06-19,15:07:30,     267,      40,     -78,     -15,     103,       4,237.1299_0B,O,       8,NULL
B,237.1299_0B,2007-06-19,15:07:30,    -999,    -999,    -999,    -999,    -999,    -999,237.1090_0Ac,O,       5,NULL
A,237.4215_0A,2007-06-19,22:07:30,    -999,    -999,    -999,    -999,    -999,    -999,237.4424_0B,OP,       8,NULL
B,237.4424_0B,2007-06-19,22:37:30,    -999,    -999,    -999,    -999,    -999,    -999,237.4215_0A,OP,       5,NULL
A,240.0049_0Ac,2007-06-22,12:37:30,      70,      17,      59,     -12,      70,       4,240.0257_0Bc,O,       8,NULL
B,240.0257_0Bc,2007-06-22,13:38:29,      71,      13,      43,     -16,     -12,     -10,240.0049_0Ac,O,       5,NULL
A,241.0049_0Ac,2007-06-23,13:37:30,      64,      15,     -60,     -15,     -11,      -1,241.0465_0B,O,       8, faint
B,241.0465_0B,2007-06-23,13:07:30,    -999,    -999,    -999,    -999,    -999,    -999,241.0049_0Ac,O,       5, faint
A,242.2340_0A,2007-06-24,17:37:30,    -999,    -999,    -999,    -999,    -999,    -999,242.2549_0B,O,       9, faint
B,242.2549_0B,2007-06-24,18:07:30,    -999,    -999,    -999,    -999,    -999,    -999,242.2340_0A,O,       5, faint
A,244.6507_0Ac,2007-06-27,07:37:29,     237,      43,      53,       0,       7,       0,244.9840_0Bc,F,       9, OFL
B,244.9840_0Bc,2007-06-27,15:38:30,     243,      37,     318,     -46,     119,       1,244.6507_0Ac,F,       5, OFL
A,247.1090_0Ac,2007-06-29,21:07:30,     260,      26,     163,       3,      52,       2,247.4840_0Bc,F,       9, OFL
B,247.4840_0Bc,2007-06-30,04:08:31,     262,      21,     140,       4,      81,       0,247.1090_0Ac,F,       6, OFL
A,247.5674_0A,2007-06-30,01:37:30,    -999,    -999,    -999,    -999,    -999,    -999,247.5882_0B,J,       9,NULL
B,247.5882_0B,2007-06-30,02:07:30,    -999,    -999,    -999,    -999,    -999,    -999,247.5674_0A,J,       6,NULL
A,247.8590_0A,2007-06-30,08:37:30,    -999,    -999,    -999,    -999,    -999,    -999,247.7965_0B,FP,       9, OVR
B,247.7965_0B,2007-06-30,07:07:30,    -999,    -999,    -999,    -999,    -999,    -999,247.8590_0A,FP,       6, OVR
A,251.9424_0A,2007-07-04,10:37:30,    -999,    -999,    -999,    -999,    -999,    -999,252.0049_0B,J,      10,NULL
B,252.0049_0B,2007-07-04,12:07:30,    -999,    -999,    -999,    -999,    -999,    -999,251.9424_0A,J,       6,NULL
A,253.1924_0A,2007-07-05,16:37:30,    -999,    -999,    -999,    -999,    -999,    -999,253.2132_0B,J,      10,NULL
B,253.2132_0B,2007-07-05,17:07:30,    -999,    -999,    -999,    -999,    -999,    -999,253.1924_0A,J,       6, bleed
A,255.5882_0Ac,2007-07-08,03:37:30,      94,       6,      16,      -1,     -29,       0,255.5257_0Bc,F,      10, SB
B,255.5257_0Bc,2007-07-08,07:08:32,      92,      26,      42,      -1,      93,       2,255.5882_0Ac,F,       6, SB
A,256.2549_0Ac,2007-07-08,19:37:30,      92,      26,     190,       0,     395,      21,256.3382_0B,FP,      10, OFL
B,256.3382_0B,2007-07-08,20:07:30,    -999,    -999,    -999,    -999,    -999,    -999,256.2549_0Ac,FP,       6, OFL
A,256.6715_0A,2007-07-09,04:07:30,    -999,    -999,    -999,    -999,    -999,    -999,256.7965_0B,L,      10, faint
B,256.7965_0B,2007-07-09,07:07:30,    -999,    -999,    -999,    -999,    -999,    -999,256.6715_0A,L,       6, faint ; OVR
A,257.3174_0Ac,2007-07-09,21:07:30,      73,      36,     322,      16,     240,      48,257.4840_0B,FP,      10, OVR
B,257.4840_0B,2007-07-09,23:37:30,    -999,    -999,    -999,    -999,    -999,    -999,257.3174_0Ac,LP,       6, faint ; OVR
A,258.7340_0A,2007-07-11,05:37:30,    -999,    -999,    -999,    -999,    -999,    -999,258.8799_0B,FP,      10, GAP
B,258.8799_0B,2007-07-11,09:07:30,    -999,    -999,    -999,    -999,    -999,    -999,258.7340_0A,FP,       7, GAP
A,260.5049_0A,2007-07-13,00:07:30,    -999,    -999,    -999,    -999,    -999,    -999,260.5465_0B,F,      11, faint
B,260.5465_0B,2007-07-13,01:07:30,    -999,    -999,    -999,    -999,    -999,    -999,260.5049_0A,F,       7, faint
A,263.8174_0A,2007-07-16,07:37:30,    -999,    -999,    -999,    -999,    -999,    -999,263.8382_0B,J,      11,NULL
B,263.8382_0B,2007-07-16,08:07:30,    -999,    -999,    -999,    -999,    -999,    -999,263.8174_0A,J,       7, bleed
A,264.0674_0A,2007-07-16,13:37:30,    -999,    -999,    -999,    -999,    -999,    -999,264.0882_0B,O,      11, faint
B,264.0882_0B,2007-07-16,14:07:30,    -999,    -999,    -999,    -999,    -999,    -999,264.0674_0A,O,       7, faint ;  GAP
A,266.0882_0Ac,2007-07-18,14:07:30,     260,      24,     114,       0,      37,       0,266.2549_0B,F,      11,NULL
B,266.2549_0B,2007-07-18,18:07:30,    -999,    -999,    -999,    -999,    -999,    -999,266.0882_0Ac,F,       7, faint
A,270.6299_0A,2007-07-23,03:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      12,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,270.6299_0A,Z,       8,NULL
A,271.4424_0Ac,2007-07-23,23:07:30,     101,      40,     438,       0,     -33,     -97,271.5257_0B,U,      12,NULL
B,271.5257_0B,2007-07-24,00:37:30,    -999,    -999,    -999,    -999,    -999,    -999,271.4424_0Ac,U,       8, GAP
A,272.5674_0Ac,2007-07-25,02:07:30,     280,      23,     146,       0,     -68,       1,272.6715_0Bc,U,      12,NULL
B,272.6715_0Bc,2007-07-25,04:38:34,     275,       8,      25,      -3,     -41,      -2,272.5674_0Ac,U,       8,NULL
A,274.2965_0Ac,2007-07-26,20:37:30,     234,      37,      29,      -1,      44,       1,274.4215_0Bc,O,      12,NULL
B,274.4215_0Bc,2007-07-27,04:38:34,     234,      16,     165,       0,      71,      -1,274.2965_0Ac,O,       8,NULL
A,275.5049_0Ac,2007-07-28,00:37:30,     275,      29,     239,       0,    -455,       0,275.5465_0B,U,      12, faint
B,275.5465_0B,2007-07-28,01:07:30,    -999,    -999,    -999,    -999,    -999,    -999,275.5049_0Ac,U,       8, faint
A,276.5465_0A,2007-07-29,01:07:30,    -999,    -999,    -999,    -999,    -999,    -999,276.5674_0B,U,      12,NULL
B,276.5674_0B,2007-07-29,01:37:30,    -999,    -999,    -999,    -999,    -999,    -999,276.5465_0A,U,       8, GAP
A,276.5674_0Ac,2007-07-29,01:52:30,     282,      47,     505,     -42,     126,     -20,276.5882_0Bc,F,      12, OFL
B,276.5882_0Bc,2007-07-29,02:38:34,     274,      30,     558,       0,    1100,       0,276.5674_0Ac,F,       8, GAP
A,276.8590_0A,2007-07-29,08:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      12,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,276.8590_0A,Z,       8,NULL
A,277.7132_0Ac,2007-07-30,05:07:30,     278,     100,     283,       0,    1117,      35,277.7340_0B,FS,      12, HAL
B,277.7340_0B,2007-07-30,05:37:30,    -999,    -999,    -999,    -999,    -999,    -999,277.7132_0Ac,FS,       9, HAL
A,280.5882_0A,2007-08-02,02:07:30,    -999,    -999,    -999,    -999,    -999,    -999,281.3590_0B,W,      13, faint
B,281.3590_0B,2007-08-02,20:37:30,    -999,    -999,    -999,    -999,    -999,    -999,280.5882_0A,W,       9, GAP ; faint
A,282.1507_0A,2007-08-03,15:37:30,    -999,    -999,    -999,    -999,    -999,    -999,282.3590_0B,O,      13, faint
B,282.3590_0B,2007-08-03,20:37:30,    -999,    -999,    -999,    -999,    -999,    -999,282.1507_0A,O,       9, HAL ; faint ; GAP
A,283.2549_0Ac,2007-08-04,20:37:30,     261,      29,     247,      -6,      59,      -4,283.4632_0B,F,      13,NULL
B,283.4632_0B,2007-08-04,23:07:30,    -999,    -999,    -999,    -999,    -999,    -999,283.2549_0Ac,O,       9, faint ; GAP
A,284.9215_0A,2007-08-06,10:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,W,      13, FF
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,284.9215_0A,Z,       9, faint
A,285.2132_0Ac,2007-08-06,17:37:30,      88,      44,      13,     -32,      40,       0,NULL,WP,      13, faint ; FF
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,285.2132_0Ac,Z,       9, faint
A,285.4840_0A,2007-08-06,23:37:30,    -999,    -999,    -999,    -999,    -999,    -999,285.5465_0B,U,      13, faint
B,285.5465_0B,2007-08-07,01:07:30,    -999,    -999,    -999,    -999,    -999,    -999,285.4840_0A,U,       9, faint
A,286.9007_0Ac,2007-08-08,12:37:30,      90,      55,     267,       9,     206,      17,286.9215_0B,F,      13, OFL
B,286.9215_0B,2007-08-08,10:07:30,    -999,    -999,    -999,    -999,    -999,    -999,286.9007_0Ac,F,       9,NULL
A,290.5882_0A,2007-08-12,02:07:30,    -999,    -999,    -999,    -999,    -999,    -999,290.6090_0B,U,      14, faint
B,290.6090_0B,2007-08-12,02:37:30,    -999,    -999,    -999,    -999,    -999,    -999,290.5882_0A,U,      10, faint
A,292.2132_0A,2007-08-13,17:07:30,    -999,    -999,    -999,    -999,    -999,    -999,292.1924_0B,J,      14,NULL
B,292.1924_0B,2007-08-13,16:37:30,    -999,    -999,    -999,    -999,    -999,    -999,292.2132_0A,J,      10,NULL
A,293.2340_0A,2007-08-14,17:37:30,    -999,    -999,    -999,    -999,    -999,    -999,293.2757_0B,U,      14, faint
B,293.2757_0B,2007-08-14,18:37:30,    -999,    -999,    -999,    -999,    -999,    -999,293.2340_0A,U,      10, GAP
A,295.9632_0A,2007-08-17,11:07:30,    -999,    -999,    -999,    -999,    -999,    -999,295.9632_0B,W,      14, faint ; FF
B,295.9632_0B,2007-08-17,11:07:30,    -999,    -999,    -999,    -999,    -999,    -999,295.9632_0A,W,      10, bleed
A,296.3590_0A,2007-08-17,20:37:30,    -999,    -999,    -999,    -999,    -999,    -999,296.3799_0B,UP,      14, OVR
