S/C,Event ID,Date,Time,CPA,Width,Vrad,Radial Accel.,Vexp,Expansion Accel.,Cross Id,Type,Sep. Angle,Comments
B,2269.7667_0B,2013-01-11,06:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,     133,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2269.7875_0B,Z,     129,NULL
B,2269.7875_0B,2013-01-11,06:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,     133,NULL
A,2269.9542_0A,2013-01-11,10:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2269.9958_0Bc,F,     129,NULL
B,2269.9958_0Bc,2013-01-11,20:24:58,     144,      15,     114,       3,     -48,      11,2269.9542_0A,F,     133,NULL
A,2270.2250_0A,2013-01-11,17:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2270.2042_0B,O,     129,NULL
B,2270.2042_0B,2013-01-11,16:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2270.2250_0A,O,     133,NULL
A,2270.3500_0Ac,2013-01-11,22:39:00,      91,      37,     168,       2,     112,       2,2270.3604_0B,F,     129, SB
B,2270.3604_0B,2013-01-11,20:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2270.3500_0Ac,F,     133, gap ; SB
A,2270.6417_0Ac,2013-01-12,03:24:00,     129,       5,      26,    -248,     182,     -67,NULL,JP,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2270.6417_0Ac,Z,     133, GAP
A,2271.8083_0Ac,2013-01-13,07:24:00,      80,      61,     312,      14,     261,       7,2271.9333_0B,F,     129, SB
B,2271.9333_0B,2013-01-13,10:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2271.8083_0Ac,F,     133, SB
A,2271.8917_0A,2013-01-13,09:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2271.8917_0B,O,     129,NULL
B,2271.8917_0B,2013-01-13,09:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2271.8917_0A,O,     133, faint
A,2272.3917_0A,2013-01-13,21:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2272.3917_0B,Z,     129,NULL
B,2272.3917_0B,2013-01-13,21:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2272.3917_0A,O,     133,NULL
A,2272.8917_0A,2013-01-14,09:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2272.9333_0B,U,     129,NULL
B,2272.9333_0B,2013-01-14,10:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2272.8917_0A,U,     133,NULL
A,2272.9021_0Ac,2013-01-14,09:39:00,     264,      26,     199,     -49,      21,      -6,NULL,U,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2272.9021_0Ac,Z,     133,NULL
A,2273.3083_0A,2013-01-14,19:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2273.3292_0B,J,     129,NULL
B,2273.3292_0B,2013-01-14,19:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2273.3083_0A,J,     133,NULL
A,2273.3500_0A,2013-01-14,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2273.4125_0B,O,     129, loop
B,2273.4125_0B,2013-01-14,21:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2273.3500_0A,O,     133,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2273.5167_0B,Z,     129,NULL
B,2273.5167_0B,2013-01-15,00:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,     133,NULL
A,2273.6833_0A,2013-01-15,04:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2273.7042_0B,O,     129,NULL
B,2273.7042_0B,2013-01-15,04:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2273.6833_0A,J,     133,NULL
A,2273.8292_0A,2013-01-15,07:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2273.9333_0B,L,     129,NULL
B,2273.9333_0B,2013-01-15,10:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2273.8292_0A,L,     133,NULL
A,2274.3500_0Ac,2013-01-15,20:24:00,     307,      38,    1496,     279,    4770,    -270,2274.3500_0B,O,     129, SUR
B,2274.3500_0B,2013-01-15,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2274.3500_0Ac,O,     133,NULL
A,2274.4333_0Ac,2013-01-15,22:54:00,     237,      23,      51,     -94,      36,     -38,2274.4958_0Bc,O,     129, SUR
B,2274.4958_0Bc,2013-01-16,00:24:58,     159,       6,      88,     -78,      22,       0,2274.4333_0Ac,O,     133,NULL
A,2274.8292_0Ac,2013-01-16,08:24:00,     178,      36,     757,     -87,     214,     148,2274.8500_0B,U,     129,NULL
B,2274.8500_0B,2013-01-16,08:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2274.8292_0Ac,U,     134,NULL
A,2275.2875_0Ac,2013-01-16,19:08:00,     107,      60,     949,     -21,     801,       6,2275.3292_0B,F,     129,NULL
B,2275.3292_0B,2013-01-16,19:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2275.2875_0Ac,L,     134, gap
A,2275.9750_0A,2013-01-17,11:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2275.9750_0A,Z,     134,NULL
A,2276.8917_0Ac,2013-01-18,10:54:00,      51,      30,      21,      -6,     -21,      -4,2277.3083_0Bc,F,     129, GAP
B,2277.3083_0Bc,2013-01-18,18:24:57,     290,      27,     326,     -21,      71,       8,2276.8917_0Ac,F,     134, GAP
A,2277.6208_0Ac,2013-01-19,04:24:00,     347,      30,     175,       2,      83,       3,2277.6833_0Bc,F,     129, faint
B,2277.6833_0Bc,2013-01-19,07:24:57,     341,      23,     191,       0,      12,       3,2277.6208_0Ac,F,     134, faint
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2278.7875_0Bc,Z,     129,NULL
B,2278.7875_0Bc,2013-01-20,08:24:57,     287,       8,     145,       4,       5,       0,NULL,U,     134,NULL
A,2278.8083_0Ac,2013-01-20,07:54:00,     242,      17,      44,     -41,      41,       2,NULL,U,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2278.8083_0Ac,Z,     134,NULL
A,2278.8917_0A,2013-01-20,09:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2278.9021_0B,U,     129,NULL
B,2278.9021_0B,2013-01-20,09:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2278.8917_0A,U,     134, OVR
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2278.9333_0B,Z,     129,NULL
B,2278.9333_0B,2013-01-20,10:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,FP,     134,NULL
A,2279.1938_0A,2013-01-20,16:39:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2279.1938_0A,Z,     134,NULL
A,2279.8500_0Ac,2013-01-21,09:24:00,     101,      57,     386,      14,     361,      19,2279.9854_0B,F,     129, OVR
B,2279.9854_0B,2013-01-21,11:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2279.8500_0Ac,F,     134, OVR
A,2280.5375_0A,2013-01-22,00:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2280.5375_0A,Z,     134,NULL
A,2280.7354_0Ac,2013-01-22,05:39:00,     198,      83,     362,       0,     161,     -20,2280.7250_0Bc,F,     129, 3P ;  front
B,2280.7250_0Bc,2013-01-22,05:39:57,     236,      59,     497,       0,     459,     -30,2280.7354_0Ac,F,     134, front
A,2281.6417_0Ac,2013-01-23,03:24:00,     218,     109,     521,      23,     987,     -27,NULL,O,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2281.6417_0Ac,Z,     135,NULL
A,2281.6833_0Ac,2013-01-23,04:39:00,     270,      15,      89,       0,    -921,      36,2281.6938_0Bc,F,     129, Ha
B,2281.6938_0Bc,2013-01-23,04:54:56,     236,      42,     525,       0,     316,      -3,2281.6833_0Ac,F,     135, Ha
A,2281.7042_0Ac,2013-01-23,05:54:00,      71,      15,     217,     -19,      32,       4,NULL,U,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2281.7042_0Ac,Z,     135,NULL
A,2282.1000_0Ac,2013-01-23,14:39:00,      30,      89,     454,     -15,    -205,    -146,2282.1000_0Bc,FS,     129, Ha
B,2282.1000_0Bc,2013-01-23,14:39:56,     319,      65,     584,      27,    1179,     128,2282.1000_0Ac,FS,     135, 3p ;  ha
A,2282.4958_0Ac,2013-01-23,23:54:00,     305,      21,     503,    -286,    -267,    -274,NULL,O,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2282.4958_0Ac,Z,     135,NULL
A,2282.8708_0Ac,2013-01-24,08:54:00,     266,      17,      16,     -59,     -53,      -5,NULL,UP,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2282.8708_0Ac,Z,     135,NULL
A,2283.0167_0A,2013-01-24,12:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2283.0583_0B,O,     129,NULL
B,2283.0583_0B,2013-01-24,13:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2283.0167_0A,O,     135,NULL
A,2285.2875_0A,2013-01-26,18:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2285.2875_0A,Z,     135,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2285.4542_0B,Z,     129,NULL
B,2285.4542_0B,2013-01-26,22:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,     135,NULL
A,2285.7875_0A,2013-01-27,06:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2285.8083_0B,OS,     129,NULL
B,2285.8083_0B,2013-01-27,07:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2285.7875_0A,OS,     135,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2286.8917_0B,Z,     129,NULL
B,2286.8917_0B,2013-01-28,09:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,     135,NULL
A,2286.9750_0A,2013-01-28,11:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2286.9750_0B,U,     129,NULL
B,2286.9750_0B,2013-01-28,11:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2286.9750_0A,J,     135,NULL
A,2287.4750_0A,2013-01-28,23:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2287.4438_0Bc,L,     129,NULL
B,2287.4438_0Bc,2013-01-29,00:24:55,     129,      39,     227,      -5,      52,      -2,2287.4750_0A,F,     135,NULL
A,2287.6208_0A,2013-01-29,02:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2287.6417_0B,U,     129, FF
B,2287.6417_0B,2013-01-29,03:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2287.6208_0A,U,     135, FF
A,2288.0583_0A,2013-01-29,13:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2288.0375_0B,U,     129,NULL
B,2288.0375_0B,2013-01-29,12:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2288.0583_0A,U,     135,NULL
A,2288.2250_0Ac,2013-01-29,17:39:00,     263,      41,     331,       0,     336,     -78,NULL,U,     129,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2288.2250_0Ac,Z,     135,NULL
A,2289.1000_0A,2013-01-30,14:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2289.1000_0B,L,     129, HAL
B,2289.1000_0B,2013-01-30,14:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2289.1000_0A,F,     136,NULL
A,2289.1833_0A,2013-01-30,16:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2289.2250_0B,U,     129,NULL
B,2289.2250_0B,2013-01-30,17:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2289.1833_0A,U,     136,NULL
A,2289.8083_0Ac,2013-01-31,07:24:00,     147,      49,     814,      25,     607,      17,2289.8083_0B,U,     129,NULL
B,2289.8083_0B,2013-01-31,07:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2289.8083_0Ac,U,     136,NULL
A,2289.9750_0A,2013-01-31,11:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2289.9750_0Bc,OP,     129, OVR
B,2289.9750_0Bc,2013-01-31,11:24:55,     246,      20,    1027,     -67,     314,      57,2289.9750_0A,OP,     136, OVR
A,2290.2458_0Ac,2013-01-31,17:54:00,     308,      44,     600,      23,     472,      59,2290.2250_0Bc,O,     129,NULL
B,2290.2250_0Bc,2013-01-31,17:39:54,     299,      63,     579,      36,     700,       7,2290.2458_0Ac,O,     136,NULL
A,2290.7458_0A,2013-02-01,05:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2290.6417_0B,U,     129,NULL
B,2290.6417_0B,2013-02-01,03:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2290.7458_0A,U,     136,NULL
A,2290.8083_0A,2013-02-01,07:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,W,     129, FF
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2290.8083_0A,Z,     136,NULL
A,2291.4333_0Ac,2013-02-01,22:24:00,     123,      44,     484,      10,      46,     -37,2291.4333_0B,U,     129,NULL
B,2291.4333_0B,2013-02-01,22:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2291.4333_0Ac,U,     136,NULL
A,2292.0167_0A,2013-02-02,12:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2292.2354_0B,F,     129, SB
B,2292.2354_0B,2013-02-02,17:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2292.0167_0A,F,     136, OVR ;  SB
A,2292.3604_0A,2013-02-02,20:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2292.3500_0B,O,     129,NULL
B,2292.3500_0B,2013-02-02,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2292.3604_0A,OP,     136, OVR
A,2292.8604_0A,2013-02-03,08:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2292.8500_0B,O,     129,NULL
B,2292.8500_0B,2013-02-03,08:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2292.8604_0A,OP,     136, OVR
A,2293.1000_0A,2013-02-03,14:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2292.8604_0Bc,F,     129, faint  ;  SB
B,2292.8604_0Bc,2013-02-03,08:39:54,     302,      27,     973,     -26,     341,     -33,2293.1000_0A,FP,     136, SB ; faint
A,2293.2667_0Ac,2013-02-03,19:24:00,      52,      27,      -4,      -8,     -25,      -4,NULL,F,     129, SB?
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2293.2667_0Ac,Z,     136, faint
A,2293.5583_0A,2013-02-04,01:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2293.5583_0B,U,     129,NULL
B,2293.5583_0B,2013-02-04,01:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2293.5583_0A,U,     136,NULL
A,2294.3292_0Ac,2013-02-04,19:54:00,     171,      14,      57,     -20,     -14,       1,2294.3500_0B,J,     129,NULL
B,2294.3500_0B,2013-02-04,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2294.3292_0Ac,J,     136,NULL
A,2294.4021_0A,2013-02-04,21:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2294.4021_0B,Z,     129,NULL
B,2294.4021_0B,2013-02-04,21:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2294.4021_0A,U,     136,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2294.9021_0B,Z,     129,NULL
B,2294.9021_0B,2013-02-05,09:39:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,W,     136, faint ;  FF
A,2295.5167_0A,2013-02-06,00:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2295.5167_0B,O,     129,NULL
B,2295.5167_0B,2013-02-06,00:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2295.5167_0A,O,     136,NULL
A,2295.6833_0A,2013-02-06,04:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2295.6521_0B,FP,     129, OVR
B,2295.6521_0B,2013-02-06,03:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2295.6833_0A,FP,     136, OVR
A,2297.2458_0A,2013-02-07,17:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,     130,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2297.2458_0A,Z,     137,NULL
A,2297.2875_0Ac,2013-02-07,20:54:00,      95,      14,      24,       0,     -96,       0,NULL,O,     130,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2297.2875_0Ac,Z,     137,NULL
A,2297.6000_0A,2013-02-08,02:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2297.6000_0B,J,     130,NULL
B,2297.6000_0B,2013-02-08,02:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2297.6000_0A,J,     137,NULL
A,2298.4854_0A,2013-02-08,23:39:00,    -999,    -999,    -999,    -999,    -999,    -999,2298.4750_0B,LS,     130,NULL
B,2298.4750_0B,2013-02-08,23:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2298.4854_0A,O,     137,NULL
A,2298.7771_0Ac,2013-02-09,06:39:00,      48,      58,     630,     -38,     412,     -59,2298.7875_0B,FS,     130,NULL
B,2298.7875_0B,2013-02-09,06:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2298.7771_0Ac,FS,     137,NULL
A,2299.5375_0A,2013-02-10,00:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,     130,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2299.5375_0A,Z,     137,NULL
A,2299.5792_0A,2013-02-10,01:54:00,    -999,    -999,    -999,    -999,    -999,    -999,2299.5583_0B,U,     130,NULL
B,2299.5583_0B,2013-02-10,01:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2299.5792_0A,U,     137,NULL
A,2299.8083_0Ac,2013-02-10,08:54:00,     256,      24,     153,       0,     -44,      -2,2299.5583_1B,U,     130,NULL
B,2299.5583_1B,2013-02-10,01:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2299.8083_0Ac,U,     137,NULL
A,2300.3708_0A,2013-02-10,20:54:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,     130,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,2300.3708_0A,Z,     137, HAL?
A,2300.4333_0A,2013-02-10,22:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2300.4333_0B,O,     130,NULL
B,2300.4333_0B,2013-02-10,22:24:00,    -999,    -999,    -999,    -999,    -999,    -999,2300.4333_0A,U,     137,NULL
A,2300.6938_0Ac,2013-02-11,04:54:00,     138,      27,     597,     -38,     254,      51,2300.7250_0Bc,U,     130,NULL
B,2300.7250_0Bc,2013-02-11,05:24:52,     138,      40,     672,       0,     652,    -126,2300.6938_0Ac,U,     137,NULL
