S/C,Event ID,Date,Time,CPA,Width,Vrad,Radial Accel.,Vexp,Expansion Accel.,Cross Id,Type,Sep. Angle,Comments
B,1921.8188_0B,2012-01-29,07:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1921.5792_0A,F,     114, SEP?
A,1923.4750_0A,2012-01-30,23:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1923.5167_0B,F,     107, SB
B,1923.5167_0B,2012-01-31,00:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1923.4750_0A,F,     114, faint ; SB
A,1924.2250_0A,2012-01-31,17:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,     107,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1924.2250_0A,Z,     114, faint
A,1924.2875_0A,2012-01-31,18:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1924.3083_0B,O,     107,NULL
B,1924.3083_0B,2012-01-31,19:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1924.2875_0A,O,     114,NULL
A,1924.6833_0A,2012-02-01,04:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1924.7250_0B,U,     107,NULL
B,1924.7250_0B,2012-02-01,05:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1924.6833_0A,U,     114,NULL
A,1924.7042_0A,2012-02-01,04:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1924.7458_0B,U,     107, Ha?
B,1924.7458_0B,2012-02-01,05:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1924.7042_0A,U,     114,NULL
A,1925.3604_0A,2012-02-01,20:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1925.3500_0B,F,     107, GAP
B,1925.3500_0B,2012-02-01,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1925.3604_0A,F,     114, GAP
A,1926.0271_0A,2012-02-02,12:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1926.0375_0B,O,     108, OVR
B,1926.0375_0B,2012-02-02,12:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1926.0271_0A,O,     115, OVR
A,1926.1104_0A,2012-02-02,14:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1926.1104_0B,FP,     108, OVR
B,1926.1104_0B,2012-02-02,14:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1926.1104_0A,FP,     115, OVR
A,1926.8083_0Ac,2012-02-03,07:24:00,     227,      42,     522,      -4,     227,     -24,1926.8188_0Bc,O,     108,NULL
B,1926.8188_0Bc,2012-02-03,07:54:46,     133,      43,     535,       0,     405,     -19,1926.8083_0Ac,O,     115,NULL
A,1926.9854_0A,2012-02-03,11:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1927.1104_0B,U,     108, SB? ; faint
B,1927.1104_0B,2012-02-03,14:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1926.9854_0A,U,     115, SB? ; faint
A,1927.1521_0A,2012-02-03,15:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1927.1521_0B,W,     108, FF
B,1927.1521_0B,2012-02-03,15:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1927.1521_0A,W,     115, FF
A,1927.9021_0Ac,2012-02-04,09:39:00,      32,      42,     274,       8,     203,      10,1927.9333_0Bc,F,     108, two events?
B,1927.9333_0Bc,2012-02-04,10:24:45,     329,      50,     303,       8,     195,       6,1927.9021_0Ac,F,     115, 2 events?
A,1928.2771_0Ac,2012-02-04,18:39:00,     220,      55,     684,      18,     536,      16,1928.3188_0Bc,F,     108,NULL
B,1928.3188_0Bc,2012-02-04,19:39:45,     175,      89,     651,       0,     813,      -6,1928.2771_0Ac,L,     115,NULL
A,1929.2042_0A,2012-02-05,16:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1929.2042_0B,U,     108,NULL
B,1929.2042_0B,2012-02-05,16:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1929.2042_0A,U,     115,NULL
A,1929.3917_0A,2012-02-05,21:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1929.4125_0B,O,     108,NULL
B,1929.4125_0B,2012-02-05,21:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1929.3917_0A,O,     115,NULL
A,1929.6938_0A,2012-02-06,04:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1929.5583_0B,F,     108, OVR
B,1929.5583_0B,2012-02-06,01:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1929.6938_0A,F,     115,NULL
A,1929.6000_0Ac,2012-02-06,02:24:00,     328,      60,     438,      17,     276,      15,1929.6104_0B,OP,     108,NULL
B,1929.6104_0B,2012-02-06,02:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1929.6000_0Ac,OP,     115,NULL
A,1930.4021_0A,2012-02-06,21:39:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,     108,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1930.4021_0A,Z,     115,NULL
A,1932.7771_0A,2012-02-09,06:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1932.8500_0Bc,OP,     108, OVR
B,1932.8500_0Bc,2012-02-09,08:24:44,      13,      76,     303,       5,     371,      -7,1932.7771_0A,OP,     115, heart
A,1933.4021_0A,2012-02-09,21:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1933.3917_0B,LS,     108, Ha
B,1933.3917_0B,2012-02-09,21:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1933.4021_0A,LS,     115, Ha
A,1933.5167_0A,2012-02-10,00:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1933.5271_0B,OP,     108,NULL
B,1933.5271_0B,2012-02-10,00:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1933.5167_0A,OP,     115,NULL
A,1933.9750_0A,2012-02-10,11:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1933.9854_0B,OP,     108,NULL
B,1933.9854_0B,2012-02-10,11:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1933.9750_0A,OP,     115,NULL
A,1934.0792_0A,2012-02-10,13:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1934.1000_0B,O,     108,NULL
B,1934.1000_0B,2012-02-10,14:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1934.0792_0A,O,     115,NULL
A,1934.3500_0A,2012-02-10,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1934.3500_0B,OP,     108,NULL
B,1934.3500_0B,2012-02-10,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1934.3500_0A,FP,     115,NULL
A,1937.4958_0A,2012-02-13,23:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1937.3917_0B,F,     108,NULL
B,1937.3917_0B,2012-02-13,21:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1937.4958_0A,F,     116, GAP
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1937.6000_0B,Z,     108,NULL
B,1937.6000_0B,2012-02-14,02:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,     116, GAP
A,1939.1625_0A,2012-02-15,15:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1939.1833_0B,O,     108,NULL
B,1939.1833_0B,2012-02-15,16:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1939.1625_0A,O,     116,NULL
A,1939.7771_0Ac,2012-02-16,06:39:00,     290,      90,     627,       0,     860,      17,1939.7771_0Bc,LS,     108,NULL
B,1939.7771_0Bc,2012-02-16,06:39:42,      77,      73,     703,       0,     791,      15,1939.7771_0Ac,LS,     116,NULL
A,1939.9542_0A,2012-02-16,10:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1939.9750_0B,U,     108,NULL
B,1939.9750_0B,2012-02-16,11:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1939.9542_0A,U,     116,NULL
A,1940.3500_0A,2012-02-16,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1940.3500_0B,UP,     108,NULL
B,1940.3500_0B,2012-02-16,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1940.3500_0A,UP,     116,NULL
A,1940.4333_0A,2012-02-16,22:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1940.4542_0B,U,     108,NULL
B,1940.4542_0B,2012-02-16,22:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1940.4333_0A,U,     116,NULL
A,1940.6000_0A,2012-02-17,02:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1940.6417_0B,U,     108,NULL
B,1940.6417_0B,2012-02-17,03:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1940.6000_0A,U,     116,NULL
A,1941.6833_0A,2012-02-18,04:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1941.7250_0B,U,     108,NULL
B,1941.7250_0B,2012-02-18,05:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1941.6833_0A,U,     116,NULL
A,1941.7354_0A,2012-02-18,05:39:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,     108,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1941.7354_0A,Z,     116,NULL
A,1942.9021_0A,2012-02-19,09:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1942.9021_0B,O,     108, F? ; OFL
B,1942.9021_0B,2012-02-19,09:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1942.9021_0A,O,     116, OFL
A,1943.1417_0A,2012-02-19,15:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1943.2042_0B,U,     108,NULL
B,1943.2042_0B,2012-02-19,16:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1943.1417_0A,U,     116, faint
A,1943.2250_0A,2012-02-19,17:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1943.2250_0B,F,     108, DFL
B,1943.2250_0B,2012-02-19,17:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1943.2250_0A,F,     116,NULL
A,1943.3604_0Ac,2012-02-19,20:39:00,     306,      65,     901,     -59,     766,     -77,1943.3708_0Bc,OP,     108, OFL
B,1943.3708_0Bc,2012-02-19,20:54:41,      46,      63,     831,     -15,     625,     -18,1943.3604_0Ac,OP,     116, OFL
A,1944.3500_0A,2012-02-20,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1944.3604_0B,U,     108, faint
B,1944.3604_0B,2012-02-20,20:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1944.3500_0A,O,     116, faint
A,1946.3500_0A,2012-02-22,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1946.3500_0B,F,     108,NULL
B,1946.3500_0B,2012-02-22,20:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1946.3500_0A,F,     116, OVR
A,1946.6833_0A,2012-02-23,04:24:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,     108, FF
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1946.6833_0A,Z,     117,NULL
A,1946.8604_0Ac,2012-02-23,08:54:00,      48,     104,     470,       0,     456,     -26,1946.8917_0B,LS,     108, two events?
B,1946.8917_0B,2012-02-23,09:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1946.8604_0Ac,FS,     117, OVR
A,1947.3917_0A,2012-02-23,21:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1947.3917_0B,LP,     108, OVR
B,1947.3917_0B,2012-02-23,21:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1947.3917_0A,LP,     117, OVR
A,1947.6417_0Ac,2012-02-24,03:39:00,      54,     105,     816,      45,    1039,     -23,1947.6521_0B,LP,     108, prominence
B,1947.6521_0B,2012-02-24,03:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1947.6417_0Ac,LP,     117, PRM
A,1948.3083_0Ac,2012-02-24,19:24:00,     144,      96,     474,      22,     715,      30,1948.3188_0Bc,L,     108,NULL
B,1948.3188_0Bc,2012-02-24,19:54:41,     237,      59,     532,      30,     554,      48,1948.3083_0Ac,L,     117,NULL
A,1948.9438_0A,2012-02-25,10:39:00,    -999,    -999,    -999,    -999,    -999,    -999,NULL,FP,     108,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,1948.9438_0A,Z,     117,NULL
A,1949.1521_0A,2012-02-25,15:39:00,    -999,    -999,    -999,    -999,    -999,    -999,1949.1625_0B,O,     108,NULL
B,1949.1625_0B,2012-02-25,15:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1949.1521_0A,O,     117,NULL
A,1949.2042_0A,2012-02-25,16:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1949.2250_0B,Z,     108,NULL
B,1949.2250_0B,2012-02-25,17:24:00,    -999,    -999,    -999,    -999,    -999,    -999,1949.2042_0A,UP,     117,NULL
A,1949.3708_0A,2012-02-25,20:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1949.4125_0B,U,     108,NULL
B,1949.4125_0B,2012-02-25,21:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1949.3708_0A,U,     117,NULL
A,1949.5792_0A,2012-02-26,01:54:00,    -999,    -999,    -999,    -999,    -999,    -999,1949.6000_0B,O,     108, faint
