S/C,Event ID,Date,Time,CPA,Width,Vrad,Radial Accel.,Vexp,Expansion Accel.,Cross Id,Type,Sep. Angle,Comments
B,872.8590_0B,2009-03-16,08:37:30,    -999,    -999,    -999,    -999,    -999,    -999,873.0674_0A,F,      47, GAP
A,873.1507_0A,2009-03-16,15:37:30,    -999,    -999,    -999,    -999,    -999,    -999,872.8590_1B,O,      44, faint
B,872.8590_1B,2009-03-16,08:37:30,    -999,    -999,    -999,    -999,    -999,    -999,873.1507_0A,F,      47,NULL
A,874.0465_0A,2009-03-17,13:07:30,    -999,    -999,    -999,    -999,    -999,    -999,874.6924_0B,F,      44,NULL
B,874.6924_0B,2009-03-18,04:37:30,    -999,    -999,    -999,    -999,    -999,    -999,874.0465_0A,F,      47,NULL
A,881.2549_0A,2009-03-24,18:07:30,    -999,    -999,    -999,    -999,    -999,    -999,881.0674_0B,O,      45, faint
B,881.0674_0B,2009-03-24,13:37:30,    -999,    -999,    -999,    -999,    -999,    -999,881.2549_0A,F,      47, GAP
A,882.9632_0A,2009-03-26,11:07:30,    -999,    -999,    -999,    -999,    -999,    -999,883.1924_0B,F,      45,NULL
B,883.1924_0B,2009-03-26,16:37:30,    -999,    -999,    -999,    -999,    -999,    -999,882.9632_0A,F,      47,NULL
A,888.0049_0Ac,2009-03-31,14:37:30,      81,      33,      16,     -12,      39,       1,888.2340_0B,O,      45,NULL
B,888.2340_0B,2009-03-31,17:37:30,    -999,    -999,    -999,    -999,    -999,    -999,888.0049_0Ac,O,      47, faint
A,889.9215_0A,2009-04-02,10:07:30,    -999,    -999,    -999,    -999,    -999,    -999,890.4632_0B,F,      45, OFL
B,890.4632_0B,2009-04-02,23:07:30,    -999,    -999,    -999,    -999,    -999,    -999,889.9215_0A,F,      47, OFL
A,892.7757_0A,2009-04-05,06:37:30,    -999,    -999,    -999,    -999,    -999,    -999,892.9007_0B,U,      45,NULL
B,892.9007_0B,2009-04-05,09:37:30,    -999,    -999,    -999,    -999,    -999,    -999,892.7757_0A,U,      47,NULL
A,895.5257_0A,2009-04-08,00:37:30,    -999,    -999,    -999,    -999,    -999,    -999,895.5257_0B,O,      45, faint
B,895.5257_0B,2009-04-08,00:37:30,    -999,    -999,    -999,    -999,    -999,    -999,895.5257_0A,O,      47,NULL
A,896.4215_0A,2009-04-08,22:07:30,    -999,    -999,    -999,    -999,    -999,    -999,896.3799_0B,O,      45,NULL
B,896.3799_0B,2009-04-08,21:07:30,    -999,    -999,    -999,    -999,    -999,    -999,896.4215_0A,O,      47,NULL
A,898.3174_0A,2009-04-10,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      46,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,898.3174_0A,Z,      47, GAP
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,898.8174_0Bc,Z,      46,NULL
B,898.8174_0Bc,2009-04-11,07:37:53,      77,      11,     121,       2,     258,      21,NULL,F,      47, CS
A,901.3174_0A,2009-04-13,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,901.5882_0B,F,      46, OFL
B,901.5882_0B,2009-04-14,02:07:30,    -999,    -999,    -999,    -999,    -999,    -999,901.3174_0A,F,      47, OFL
A,902.1507_0A,2009-04-14,15:37:30,    -999,    -999,    -999,    -999,    -999,    -999,902.0882_0B,U,      46, faint
B,902.0882_0B,2009-04-14,14:07:30,    -999,    -999,    -999,    -999,    -999,    -999,902.1507_0A,J,      47, faint
A,902.5049_0A,2009-04-15,00:07:30,    -999,    -999,    -999,    -999,    -999,    -999,902.6090_0B,O,      46,NULL
B,902.6090_0B,2009-04-15,02:37:30,    -999,    -999,    -999,    -999,    -999,    -999,902.5049_0A,O,      47, FF
A,903.4007_0A,2009-04-15,21:37:30,    -999,    -999,    -999,    -999,    -999,    -999,903.4424_0B,OP,      46,NULL
B,903.4424_0B,2009-04-15,22:37:30,    -999,    -999,    -999,    -999,    -999,    -999,903.4007_0A,OP,      47,NULL
A,907.2132_0A,2009-04-19,17:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      46, GAP
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,907.2132_0A,Z,      47, GAP ; faint
A,907.2340_0A,2009-04-19,17:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      46, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,907.2340_0A,Z,      47,NULL
A,910.3174_0A,2009-04-22,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,910.3174_0B,F,      46,NULL
B,910.3174_0B,2009-04-22,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,910.3174_0A,O,      47, faint
A,910.3694_0A,2009-04-22,20:52:30,    -999,    -999,    -999,    -999,    -999,    -999,910.4424_0B,F,      46, OVR
B,910.4424_0B,2009-04-22,22:37:30,    -999,    -999,    -999,    -999,    -999,    -999,910.3694_0A,F,      47, OVR
A,910.8382_0Ac,2009-04-23,08:37:30,      72,      38,      69,     -17,      35,      -7,910.8799_0Bc,OP,      47,NULL
B,910.8799_0Bc,2009-04-23,09:07:56,      64,      33,     364,      38,      94,      15,910.8382_0Ac,OP,      47,NULL
A,912.8590_0A,2009-04-25,08:37:30,    -999,    -999,    -999,    -999,    -999,    -999,913.0465_0B,O,      47, OFL
B,913.0465_0B,2009-04-25,13:07:30,    -999,    -999,    -999,    -999,    -999,    -999,912.8590_0A,F,      47, OFL
A,915.8174_0A,2009-04-28,07:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      47,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,915.8174_0A,Z,      46,NULL
A,916.1715_0A,2009-04-28,16:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      47, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,916.1715_0A,Z,      46,NULL
A,918.5049_0A,2009-05-01,00:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,J,      47,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,918.5049_0A,Z,      46,NULL
A,920.4111_0A,2009-05-02,21:52:30,    -999,    -999,    -999,    -999,    -999,    -999,919.6924_0B,F,      47, OFL
B,919.6924_0B,2009-05-02,04:37:30,    -999,    -999,    -999,    -999,    -999,    -999,920.4111_0A,F,      46, OFL
A,922.0882_0A,2009-05-04,14:07:30,    -999,    -999,    -999,    -999,    -999,    -999,922.0882_0B,W,      47, FF
B,922.0882_0B,2009-05-04,14:07:30,    -999,    -999,    -999,    -999,    -999,    -999,922.0882_0A,W,      46, FF
A,926.3174_0A,2009-05-08,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,926.3174_0B,F,      48,NULL
B,926.3174_0B,2009-05-08,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,926.3174_0A,F,      46,NULL
A,928.8174_0A,2009-05-11,07:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      48, OFL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,928.8174_0A,Z,      46,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,929.8590_0B,Z,      48,NULL
B,929.8590_0B,2009-05-12,08:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      46, GAP
A,930.1715_0A,2009-05-12,16:07:30,    -999,    -999,    -999,    -999,    -999,    -999,930.7965_0B,L,      48,NULL
B,930.7965_0B,2009-05-13,07:07:30,    -999,    -999,    -999,    -999,    -999,    -999,930.1715_0A,F,      46,NULL
A,931.0257_0A,2009-05-13,12:37:30,    -999,    -999,    -999,    -999,    -999,    -999,931.2965_0B,F,      48,NULL
B,931.2965_0B,2009-05-13,19:07:30,    -999,    -999,    -999,    -999,    -999,    -999,931.0257_0A,F,      46,NULL
A,933.0674_0A,2009-05-15,13:37:30,    -999,    -999,    -999,    -999,    -999,    -999,932.9840_0B,O,      48,NULL
B,932.9840_0B,2009-05-15,11:37:30,    -999,    -999,    -999,    -999,    -999,    -999,933.0674_0A,O,      46,NULL
A,938.4215_0A,2009-05-20,22:07:30,    -999,    -999,    -999,    -999,    -999,    -999,938.4632_0B,O,      49,NULL
B,938.4632_0B,2009-05-20,23:07:30,    -999,    -999,    -999,    -999,    -999,    -999,938.4215_0A,O,      46,NULL
A,939.3799_0A,2009-05-21,21:07:30,    -999,    -999,    -999,    -999,    -999,    -999,939.1507_0B,L,      49, HAL ; faint ;  OFL
B,939.1507_0B,2009-05-21,15:37:30,    -999,    -999,    -999,    -999,    -999,    -999,939.3799_0A,F,      46, OFL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,943.8799_0B,Z,      49,NULL
B,943.8799_0B,2009-05-26,09:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      47, faint
A,947.1924_0A,2009-05-29,16:37:30,    -999,    -999,    -999,    -999,    -999,    -999,947.1924_0B,FS,      50, OFL
B,947.1924_0B,2009-05-29,16:37:30,    -999,    -999,    -999,    -999,    -999,    -999,947.1924_0A,F,      47, OFL
A,948.3694_0Ac,2009-05-31,00:07:30,      80,      14,     192,       4,      28,       0,NULL,F,      50,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,948.3694_0Ac,Z,      47,NULL
A,949.1090_0A,2009-05-31,14:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,FP,      50,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,949.1090_0A,Z,      47,NULL
A,951.0049_0A,2009-06-02,12:07:30,    -999,    -999,    -999,    -999,    -999,    -999,950.7965_0B,O,      50,NULL
B,950.7965_0B,2009-06-02,07:07:30,    -999,    -999,    -999,    -999,    -999,    -999,951.0049_0A,O,      47, OVR
A,950.9632_0A,2009-06-02,11:07:30,    -999,    -999,    -999,    -999,    -999,    -999,951.1090_0B,O,      50, faint ; HAL
B,951.1090_0B,2009-06-02,14:37:30,    -999,    -999,    -999,    -999,    -999,    -999,950.9632_0A,O,      47, faint ; HAL ;  ;  A
A,951.1924_0A,2009-06-02,16:37:30,    -999,    -999,    -999,    -999,    -999,    -999,951.1090_1B,F,      50,NULL
B,951.1090_1B,2009-06-02,14:37:30,    -999,    -999,    -999,    -999,    -999,    -999,951.1924_0A,FP,      47,NULL
A,951.6715_0A,2009-06-03,04:07:30,    -999,    -999,    -999,    -999,    -999,    -999,951.6507_0B,O,      50,NULL
B,951.6507_0B,2009-06-03,03:37:30,    -999,    -999,    -999,    -999,    -999,    -999,951.6715_0A,O,      47,NULL
A,952.1090_0A,2009-06-03,14:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,OP,      50, OVR
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,952.1090_0A,Z,      47,NULL
A,954.3590_0A,2009-06-05,20:37:30,    -999,    -999,    -999,    -999,    -999,    -999,954.2757_0B,U,      50, HAL? ; faint
B,954.2757_0B,2009-06-05,18:37:30,    -999,    -999,    -999,    -999,    -999,    -999,954.3590_0A,U,      47, faint
A,957.1090_0A,2009-06-08,14:37:30,    -999,    -999,    -999,    -999,    -999,    -999,957.1090_0B,O,      51,NULL
B,957.1090_0B,2009-06-08,14:37:30,    -999,    -999,    -999,    -999,    -999,    -999,957.1090_0A,O,      47, GAP ; faint
A,958.2340_0A,2009-06-09,17:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      51,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,958.2340_0A,Z,      47,NULL
A,958.8590_0A,2009-06-10,08:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      51, faint
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,958.8590_0A,Z,      47,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,960.3174_0B,Z,      51, HAL?
B,960.3174_0B,2009-06-11,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      47, faint
A,961.0361_0A,2009-06-12,12:52:30,    -999,    -999,    -999,    -999,    -999,    -999,961.1924_0B,F,      51,NULL
B,961.1924_0B,2009-06-12,16:37:30,    -999,    -999,    -999,    -999,    -999,    -999,961.0361_0A,F,      47,NULL
A,961.7757_0Ac,2009-06-13,08:07:30,      88,      38,      18,       0,     130,       1,961.9840_0B,F,      51,NULL
B,961.9840_0B,2009-06-13,11:37:30,    -999,    -999,    -999,    -999,    -999,    -999,961.7757_0Ac,F,      47,NULL
A,962.8174_0A,2009-06-14,07:37:30,    -999,    -999,    -999,    -999,    -999,    -999,962.8382_0B,OP,      51,NULL
B,962.8382_0B,2009-06-14,08:07:30,    -999,    -999,    -999,    -999,    -999,    -999,962.8174_0A,O,      47,NULL
A,964.2132_0A,2009-06-15,17:07:30,    -999,    -999,    -999,    -999,    -999,    -999,964.1090_0B,O,      51, faint ;  OVR
B,964.1090_0B,2009-06-15,14:37:30,    -999,    -999,    -999,    -999,    -999,    -999,964.2132_0A,O,      47,NULL
A,964.6299_0Ac,2009-06-16,04:07:30,      95,      27,     153,       3,    -119,       0,NULL,F,      52,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,964.6299_0Ac,Z,      47, GAP
A,965.0674_0Ac,2009-06-16,14:07:30,     259,      34,     246,       5,      97,       2,965.2132_0B,F,      52, OFL
B,965.2132_0B,2009-06-16,17:07:30,    -999,    -999,    -999,    -999,    -999,    -999,965.0674_0Ac,O,      47, GAP ; OFL
A,968.2340_0A,2009-06-19,17:37:30,    -999,    -999,    -999,    -999,    -999,    -999,968.1090_0B,O,      52, HAL? ; faint
B,968.1090_0B,2009-06-19,14:37:30,    -999,    -999,    -999,    -999,    -999,    -999,968.2340_0A,O,      47, faint
A,968.7340_0Ac,2009-06-20,05:37:30,      72,      16,      41,     -11,      33,       0,NULL,O,      52,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,968.7340_0Ac,Z,      47,NULL
A,970.3174_0A,2009-06-21,19:37:30,    -999,    -999,    -999,    -999,    -999,    -999,970.2340_0Bc,O,      52, faint
B,970.2340_0Bc,2009-06-21,18:08:15,      63,      12,     210,     -25,      89,      22,970.3174_0A,O,      47,NULL
A,971.3382_0A,2009-06-22,20:07:30,    -999,    -999,    -999,    -999,    -999,    -999,971.3382_0B,F,      52,NULL
B,971.3382_0B,2009-06-22,20:07:30,    -999,    -999,    -999,    -999,    -999,    -999,971.3382_0A,O,      47,NULL
A,971.3382_1A,2009-06-22,20:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      52,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,971.3382_1A,Z,      47, GAP
A,972.8174_0A,2009-06-24,07:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,O,      52,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,972.8174_0A,Z,      47, faint
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,973.9424_0B,Z,      52,NULL
B,973.9424_0B,2009-06-25,10:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      47,NULL
A,974.9215_0Ac,2009-06-26,11:37:30,      81,      39,      47,       0,      20,       0,975.0049_0B,F,      53,NULL
B,975.0049_0B,2009-06-26,12:07:30,    -999,    -999,    -999,    -999,    -999,    -999,974.9215_0Ac,O,      47, faint
A,976.4215_0A,2009-06-27,22:07:30,    -999,    -999,    -999,    -999,    -999,    -999,976.2757_0B,O,      53, faint
B,976.2757_0B,2009-06-27,18:37:30,    -999,    -999,    -999,    -999,    -999,    -999,976.4215_0A,O,      47, faint
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,977.6715_0B,Z,      53, HAL?
B,977.6715_0B,2009-06-29,04:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      47,NULL
A,978.9007_0A,2009-06-30,09:37:30,    -999,    -999,    -999,    -999,    -999,    -999,979.0465_0B,OP,      53,NULL
B,979.0465_0B,2009-06-30,13:07:30,    -999,    -999,    -999,    -999,    -999,    -999,978.9007_0A,O,      48,NULL
A,979.1507_0A,2009-06-30,15:37:30,    -999,    -999,    -999,    -999,    -999,    -999,979.2965_0B,F,      53, faint
B,979.2965_0B,2009-06-30,19:07:30,    -999,    -999,    -999,    -999,    -999,    -999,979.1507_0A,F,      48, faint
A,980.6507_0A,2009-07-02,03:37:30,    -999,    -999,    -999,    -999,    -999,    -999,980.2965_0B,O,      53, faint
B,980.2965_0B,2009-07-01,19:07:30,    -999,    -999,    -999,    -999,    -999,    -999,980.6507_0A,F,      48, faint
A,981.5049_0A,2009-07-03,00:07:30,    -999,    -999,    -999,    -999,    -999,    -999,981.5049_0Bc,O,      53, faint
B,981.5049_0Bc,2009-07-03,00:38:19,     261,      20,     371,      22,      28,      -2,981.5049_0A,O,      48,NULL
A,982.5049_0A,2009-07-04,00:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      53,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,982.5049_0A,Z,      48,NULL
A,984.7757_0A,2009-07-06,06:37:30,    -999,    -999,    -999,    -999,    -999,    -999,984.0674_0B,O,      54, faint
B,984.0674_0B,2009-07-05,13:37:30,    -999,    -999,    -999,    -999,    -999,    -999,984.7757_0A,F,      48, faint
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,985.1715_0B,Z,      54, OFL
B,985.1715_0B,2009-07-06,16:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,F,      48, GAP ; OFL
A,986.0882_0A,2009-07-07,14:07:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,UP,      54,NULL
B,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,986.0882_0A,Z,      48,NULL
A,NULL,NULL,NULL,    -999,    -999,    -999,    -999,    -999,    -999,990.5257_0B,Z,      54,NULL
B,990.5257_0B,2009-07-12,00:37:30,    -999,    -999,    -999,    -999,    -999,    -999,NULL,U,      48,NULL
A,991.7132_0A,2009-07-13,05:07:30,    -999,    -999,    -999,    -999,    -999,    -999,991.5465_0B,F,      54, faint
