paths,date,mean,std,contraste
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20110303_220800_d4c2a.fts,2011-03-03 22:08:00,0.7605490684509277,4.852865698198541,6.38073978327627
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20100317_170800_d4c2a.fts,2010-03-17 17:08:00,-0.7682182788848877,7.906456785538354,-10.291940458661076
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20110515_080800_d4c2a.fts,2011-05-15 08:08:00,-0.16215181350708008,8.557833521157152,-52.77667474735637
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20070818_180730_d4c2a.fts,2007-08-18 18:07:30,-0.01403045654296875,52.44097813683641,-3737.6530105227957
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20110520_210800_d4c2a.fts,2011-05-20 21:08:00,0.05801677703857422,6.95072808598505,119.80548456463976
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20081227_053754_d4c2a.fts,2008-12-27 05:37:54,0.09700775146484375,6.148149970500852,63.37792472933447
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20081212_070754_d4c2a.fts,2008-12-12 07:07:54,0.16891956329345703,25.803211120213223,152.75442711976683
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20110124_030800_d4c2a.fts,2011-01-24 03:08:00,0.05183053016662598,2.803870263985804,54.09688565738876
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20110517_130800_d4c2a.fts,2011-05-17 13:08:00,0.6450557708740234,6.210321115745958,9.627572368403486
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20100915_180800_d4c2a.fts,2010-09-15 18:08:00,0.044806480407714844,2.301925539311958,51.37483503202383
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20110816_105400_d4c2a.fts,2011-08-16 10:54:00,0.48929882049560547,14.626373488889376,29.892517366125023
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20090211_230730_d4c2a.fts,2009-02-11 23:07:30,0.08371973037719727,7.06994203727123,84.44774016134276
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20111022_185400_d4c2a.fts,2011-10-22 18:54:00,0.055429935455322266,9.242833020253691,166.74803866051073
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20111002_005400_d4c2a.fts,2011-10-02 00:54:00,-1.205512523651123,8.55714283240773,-7.0983442017597635
/gehme/projects/2020_gcs_with_ml/data/corona_back_database/cor2/cor2_a/20080216_200754_d4c2a.fts,2008-02-16 20:07:54,0.026245594024658203,8.51985098709781,324.62023831860154
