paths,mean,std
/gehme/data/stereo/secchi/L0/b/img/cor2/20070331/20070331_073730_d4c2b.fts,1108.7863192558289,1540.2985089749452
/gehme/data/stereo/secchi/L0/a/img/cor2/20070403/20070403_023730_d4c2a.fts,1197.2032918930054,689.9212063560333
/gehme/data/stereo/secchi/L0/b/img/cor2/20070403/20070403_040730_d4c2b.fts,1107.209557056427,1535.709459786792
/gehme/data/stereo/secchi/L0/a/img/cor2/20070403/20070403_013730_d4c2a.fts,1197.1441946029663,690.0568904504775
/gehme/data/stereo/secchi/L0/b/img/cor2/20070403/20070403_030730_d4c2b.fts,1107.0772366523743,1535.1934277105818
/gehme/data/stereo/secchi/L0/a/img/cor2/20070410/20070410_023730_d4c2a.fts,1200.8175687789917,693.4411889713871
/gehme/data/stereo/secchi/L0/b/img/cor2/20070410/20070410_040730_d4c2b.fts,1103.2405757904053,1524.1358768559858
/gehme/data/stereo/secchi/L0/a/img/cor2/20070410/20070410_013730_d4c2a.fts,1200.7766036987305,693.2596073206211
/gehme/data/stereo/secchi/L0/b/img/cor2/20070410/20070410_030730_d4c2b.fts,1103.1614480018616,1523.5778567794137
/gehme/data/stereo/secchi/L0/a/img/cor2/20070414/20070414_160730_d4c2a.fts,1201.272111415863,695.4630340338439
/gehme/data/stereo/secchi/L0/b/img/cor2/20070414/20070414_160730_d4c2b.fts,1099.8970985412598,1514.7888867636827
/gehme/data/stereo/secchi/L0/a/img/cor2/20070414/20070414_150730_d4c2a.fts,1201.158800125122,694.8815089667738
/gehme/data/stereo/secchi/L0/b/img/cor2/20070414/20070414_150730_d4c2b.fts,1100.0414333343506,1515.6057896781767
/gehme/data/stereo/secchi/L0/a/img/cor2/20070417/20070417_110730_d4c2a.fts,1201.6406292915344,695.4113389498599
/gehme/data/stereo/secchi/L0/a/img/cor2/20070417/20070417_100730_d4c2a.fts,1201.5833520889282,695.371049706863
/gehme/data/stereo/secchi/L0/a/img/cor2/20070418/20070418_213730_d4c2a.fts,1203.0413346290588,697.2590259957047
/gehme/data/stereo/secchi/L0/a/img/cor2/20070418/20070418_203730_d4c2a.fts,1202.864610671997,696.2951734597984
/gehme/data/stereo/secchi/L0/a/img/cor2/20070506/20070506_003730_d4c2a.fts,1208.8532056808472,714.0000765388274
/gehme/data/stereo/secchi/L0/b/img/cor2/20070506/20070506_010730_d4c2b.fts,1088.1316285133362,1481.9849043028726
/gehme/data/stereo/secchi/L0/a/img/cor2/20070505/20070505_233730_d4c2a.fts,1208.8006978034973,713.8390152996373
/gehme/data/stereo/secchi/L0/b/img/cor2/20070506/20070506_000730_d4c2b.fts,1088.0481147766113,1481.745661182115
/gehme/data/stereo/secchi/L0/a/img/cor2/20070507/20070507_150730_d4c2a.fts,1207.8297486305237,701.5578199727312
/gehme/data/stereo/secchi/L0/b/img/cor2/20070507/20070507_163730_d4c2b.fts,1086.797625541687,1477.3900727997045
/gehme/data/stereo/secchi/L0/a/img/cor2/20070507/20070507_140730_d4c2a.fts,1207.8173894882202,701.4028175992723
/gehme/data/stereo/secchi/L0/b/img/cor2/20070507/20070507_153730_d4c2b.fts,1086.726402759552,1477.0165030056485
/gehme/data/stereo/secchi/L0/a/img/cor2/20070508/20070508_053730_d4c2a.fts,1207.5045170783997,701.0389912206258
/gehme/data/stereo/secchi/L0/b/img/cor2/20070508/20070508_060730_d4c2b.fts,1086.3543515205383,1476.0749081346578
/gehme/data/stereo/secchi/L0/a/img/cor2/20070508/20070508_043730_d4c2a.fts,1207.5573444366455,700.8242526635155
/gehme/data/stereo/secchi/L0/b/img/cor2/20070508/20070508_050730_d4c2b.fts,1086.4234676361084,1476.3757034009002
/gehme/data/stereo/secchi/L0/a/img/cor2/20070509/20070509_030730_d4c2a.fts,1208.1666989326477,702.1076029099573
/gehme/data/stereo/secchi/L0/b/img/cor2/20070509/20070509_033730_d4c2b.fts,1085.839002609253,1474.5746445085965
/gehme/data/stereo/secchi/L0/a/img/cor2/20070509/20070509_020730_d4c2a.fts,1207.987956047058,701.5508608701891
/gehme/data/stereo/secchi/L0/b/img/cor2/20070509/20070509_023730_d4c2b.fts,1085.8370342254639,1474.714644376081
/gehme/data/stereo/secchi/L0/b/img/cor2/20070509/20070509_150730_d4c2b.fts,1085.8155589103699,1473.985941456247
/gehme/data/stereo/secchi/L0/a/img/cor2/20070509/20070509_140730_d4c2a.fts,1209.2546224594116,702.2532952049672
/gehme/data/stereo/secchi/L0/b/img/cor2/20070509/20070509_140730_d4c2b.fts,1086.0055475234985,1474.5313034310589
/gehme/data/stereo/secchi/L0/a/img/cor2/20070514/20070514_150730_d4c2a.fts,1209.9037475585938,704.3449304029497
/gehme/data/stereo/secchi/L0/b/img/cor2/20070514/20070514_143730_d4c2b.fts,1083.1201906204224,1466.9501877028356
/gehme/data/stereo/secchi/L0/a/img/cor2/20070514/20070514_140730_d4c2a.fts,1209.7259283065796,703.7774990393303
/gehme/data/stereo/secchi/L0/b/img/cor2/20070514/20070514_133730_d4c2b.fts,1082.954267501831,1466.181743952807
/gehme/data/stereo/secchi/L0/a/img/cor2/20070515/20070515_180730_d4c2a.fts,1211.6039447784424,705.6724111103497
/gehme/data/stereo/secchi/L0/b/img/cor2/20070515/20070515_190730_d4c2b.fts,1082.6482138633728,1464.5671676664463
/gehme/data/stereo/secchi/L0/a/img/cor2/20070515/20070515_170730_d4c2a.fts,1211.5583968162537,705.8763481565402
/gehme/data/stereo/secchi/L0/b/img/cor2/20070515/20070515_180730_d4c2b.fts,1082.691180229187,1464.8550464927937
/gehme/data/stereo/secchi/L0/a/img/cor2/20070520/20070520_063730_d4c2a.fts,1212.556607246399,706.6488991101195
/gehme/data/stereo/secchi/L0/b/img/cor2/20070520/20070520_080730_d4c2b.fts,1080.1751799583435,1457.558444177434
/gehme/data/stereo/secchi/L0/a/img/cor2/20070520/20070520_053730_d4c2a.fts,1212.559772491455,706.678175382294
/gehme/data/stereo/secchi/L0/b/img/cor2/20070520/20070520_070730_d4c2b.fts,1080.3691573143005,1458.4063092172971
/gehme/data/stereo/secchi/L0/a/img/cor2/20070521/20070521_180730_d4c2a.fts,1212.9848561286926,707.7966049663202
/gehme/data/stereo/secchi/L0/b/img/cor2/20070521/20070521_173730_d4c2b.fts,1079.479684829712,1455.65715783993
/gehme/data/stereo/secchi/L0/a/img/cor2/20070521/20070521_170730_d4c2a.fts,1213.0341510772705,708.0072008247963
/gehme/data/stereo/secchi/L0/b/img/cor2/20070521/20070521_163730_d4c2b.fts,1079.5206456184387,1455.7386972762447
/gehme/data/stereo/secchi/L0/a/img/cor2/20070522/20070522_150730_d4c2a.fts,1212.1683058738708,706.2143499833279
/gehme/data/stereo/secchi/L0/b/img/cor2/20070522/20070522_153730_d4c2b.fts,1079.2593207359314,1455.3471900133268
/gehme/data/stereo/secchi/L0/a/img/cor2/20070522/20070522_140730_d4c2a.fts,1212.1139783859253,706.2940495200759
/gehme/data/stereo/secchi/L0/b/img/cor2/20070522/20070522_143730_d4c2b.fts,1079.065442085266,1454.4488864031196
/gehme/data/stereo/secchi/L0/b/img/cor2/20070523/20070523_073730_d4c2b.fts,1078.8195095062256,1453.980633705963
/gehme/data/stereo/secchi/L0/b/img/cor2/20070523/20070523_063730_d4c2b.fts,1078.6506490707397,1453.3090803714247
/gehme/data/stereo/secchi/L0/b/img/cor2/20070526/20070526_203730_d4c2b.fts,1727.570869922638,2624.031009180644
/gehme/data/stereo/secchi/L0/b/img/cor2/20070526/20070526_193730_d4c2b.fts,1727.7390155792236,2624.5926367962734
/gehme/data/stereo/secchi/L0/a/img/cor2/20070530/20070530_000730_d4c2a.fts,1215.5342564582825,709.342650370767
/gehme/data/stereo/secchi/L0/b/img/cor2/20070530/20070530_000730_d4c2b.fts,1725.6541457176208,2618.68485035402
/gehme/data/stereo/secchi/L0/a/img/cor2/20070529/20070529_230730_d4c2a.fts,1215.3111295700073,708.9499821957806
/gehme/data/stereo/secchi/L0/b/img/cor2/20070529/20070529_230730_d4c2b.fts,1725.3502640724182,2617.9139156416327
/gehme/data/stereo/secchi/L0/a/img/cor2/20070601/20070601_233730_d4c2a.fts,1214.0942759513855,707.796528038586
/gehme/data/stereo/secchi/L0/b/img/cor2/20070602/20070602_003730_d4c2b.fts,1721.251046180725,2612.942986949663
/gehme/data/stereo/secchi/L0/a/img/cor2/20070601/20070601_223730_d4c2a.fts,1214.0616211891174,707.6254119611588
/gehme/data/stereo/secchi/L0/b/img/cor2/20070601/20070601_233730_d4c2b.fts,1720.9930391311646,2612.4183563421734
/gehme/data/stereo/secchi/L0/a/img/cor2/20070602/20070602_030730_d4c2a.fts,1214.8497080802917,708.4666510987453
/gehme/data/stereo/secchi/L0/a/img/cor2/20070602/20070602_020730_d4c2a.fts,1214.7077088356018,708.8490986564951
/gehme/data/stereo/secchi/L0/a/img/cor2/20070603/20070603_090730_d4c2a.fts,1216.1360392570496,709.1581227513728
/gehme/data/stereo/secchi/L0/b/img/cor2/20070603/20070603_093730_d4c2b.fts,1719.259958267212,2608.578026827865
/gehme/data/stereo/secchi/L0/a/img/cor2/20070603/20070603_080730_d4c2a.fts,1214.7586936950684,708.119114184348
/gehme/data/stereo/secchi/L0/b/img/cor2/20070603/20070603_083730_d4c2b.fts,1719.8122367858887,2610.161496324364
/gehme/data/stereo/secchi/L0/a/img/cor2/20070604/20070604_200730_d4c2a.fts,1216.092272758484,709.7862353533955
/gehme/data/stereo/secchi/L0/b/img/cor2/20070605/20070605_020730_d4c2b.fts,1719.1293306350708,2608.435628984618
/gehme/data/stereo/secchi/L0/a/img/cor2/20070604/20070604_190730_d4c2a.fts,1216.0146102905273,710.0003460897826
/gehme/data/stereo/secchi/L0/b/img/cor2/20070605/20070605_010730_d4c2b.fts,1719.2634110450745,2608.8580214815643
/gehme/data/stereo/secchi/L0/a/img/cor2/20070607/20070607_190730_d4c2a.fts,1215.1497526168823,708.6965218747279
/gehme/data/stereo/secchi/L0/b/img/cor2/20070607/20070607_200730_d4c2b.fts,1715.4150319099426,2602.9230779197924
/gehme/data/stereo/secchi/L0/a/img/cor2/20070607/20070607_183730_d4c2a.fts,1215.1674160957336,708.9352063596043
/gehme/data/stereo/secchi/L0/b/img/cor2/20070607/20070607_190730_d4c2b.fts,1715.3000121116638,2602.6463853597784
/gehme/data/stereo/secchi/L0/a/img/cor2/20070610/20070610_090730_d4c2a.fts,1216.692663192749,710.6832387887506
/gehme/data/stereo/secchi/L0/b/img/cor2/20070610/20070610_093730_d4c2b.fts,1713.1838278770447,2597.600350856014
/gehme/data/stereo/secchi/L0/a/img/cor2/20070610/20070610_080730_d4c2a.fts,1216.7600140571594,710.5136482913745
/gehme/data/stereo/secchi/L0/b/img/cor2/20070610/20070610_083730_d4c2b.fts,1713.2679705619812,2597.9374854103453
/gehme/data/stereo/secchi/L0/a/img/cor2/20070612/20070612_023730_d4c2a.fts,1216.9202551841736,710.9541097751303
/gehme/data/stereo/secchi/L0/b/img/cor2/20070612/20070612_053730_d4c2b.fts,1711.8344678878784,2595.8294066773647
/gehme/data/stereo/secchi/L0/a/img/cor2/20070612/20070612_013730_d4c2a.fts,1216.944908618927,711.28958703378
/gehme/data/stereo/secchi/L0/b/img/cor2/20070612/20070612_043730_d4c2b.fts,1711.6977157592773,2595.6798241989595
/gehme/data/stereo/secchi/L0/b/img/cor2/20070617/20070617_063730_d4c2b.fts,1707.7159657478333,2587.8797078533466
/gehme/data/stereo/secchi/L0/b/img/cor2/20070617/20070617_053730_d4c2b.fts,1707.6128163337708,2587.7042693485287
/gehme/data/stereo/secchi/L0/a/img/cor2/20070619/20070619_140730_d4c2a.fts,1217.5211248397827,711.748684400585
/gehme/data/stereo/secchi/L0/b/img/cor2/20070619/20070619_150730_d4c2b.fts,1705.587399482727,2584.0760556481246
/gehme/data/stereo/secchi/L0/a/img/cor2/20070619/20070619_130730_d4c2a.fts,1217.4579215049744,711.3233737205883
/gehme/data/stereo/secchi/L0/b/img/cor2/20070619/20070619_140730_d4c2b.fts,1705.7860522270203,2584.310159253287
/gehme/data/stereo/secchi/L0/a/img/cor2/20070627/20070627_043730_d4c2a.fts,1219.0161790847778,712.5174018485006
/gehme/data/stereo/secchi/L0/b/img/cor2/20070627/20070627_113730_d4c2b.fts,1701.3268766403198,2574.4574015650555
/gehme/data/stereo/secchi/L0/a/img/cor2/20070627/20070627_033730_d4c2a.fts,1219.004174232483,712.4139302115653
/gehme/data/stereo/secchi/L0/b/img/cor2/20070627/20070627_103730_d4c2b.fts,1701.221300125122,2574.2939149807294
/gehme/data/stereo/secchi/L0/a/img/cor2/20070629/20070629_163730_d4c2a.fts,1218.3911066055298,712.2692906743687
/gehme/data/stereo/secchi/L0/b/img/cor2/20070629/20070629_230730_d4c2b.fts,1699.4787526130676,2572.2703042865596
/gehme/data/stereo/secchi/L0/a/img/cor2/20070629/20070629_153730_d4c2a.fts,1218.4255213737488,712.6659796166105
/gehme/data/stereo/secchi/L0/b/img/cor2/20070629/20070629_213730_d4c2b.fts,1699.4808387756348,2572.350849894652
/gehme/data/stereo/secchi/L0/a/img/cor2/20070630/20070630_040730_d4c2a.fts,1219.5524835586548,713.5348419877403
/gehme/data/stereo/secchi/L0/b/img/cor2/20070630/20070630_113730_d4c2b.fts,1699.7756147384644,2570.4965426000313
/gehme/data/stereo/secchi/L0/a/img/cor2/20070630/20070630_033730_d4c2a.fts,1219.4414114952087,712.9913335698443
/gehme/data/stereo/secchi/L0/b/img/cor2/20070630/20070630_103730_d4c2b.fts,1699.8468551635742,2570.6321925763837
/gehme/data/stereo/secchi/L0/a/img/cor2/20070704/20070704_110730_d4c2a.fts,1217.746503353119,712.440586385546
/gehme/data/stereo/secchi/L0/b/img/cor2/20070704/20070704_120730_d4c2b.fts,1695.5818390846252,2565.2601585864622
/gehme/data/stereo/secchi/L0/a/img/cor2/20070704/20070704_100730_d4c2a.fts,1217.8025388717651,712.676364383201
/gehme/data/stereo/secchi/L0/b/img/cor2/20070704/20070704_110730_d4c2b.fts,1695.6440787315369,2565.3700496124957
/gehme/data/stereo/secchi/L0/a/img/cor2/20070708/20070708_043730_d4c2a.fts,1218.5607080459595,714.126984430743
/gehme/data/stereo/secchi/L0/b/img/cor2/20070708/20070708_053730_d4c2b.fts,1694.15540599823,2563.0305841472314
/gehme/data/stereo/secchi/L0/a/img/cor2/20070708/20070708_033730_d4c2a.fts,1218.379963874817,713.2548799467585
/gehme/data/stereo/secchi/L0/b/img/cor2/20070708/20070708_043730_d4c2b.fts,1694.1515078544617,2563.1234780704635
/gehme/data/stereo/secchi/L0/a/img/cor2/20070708/20070708_190730_d4c2a.fts,1219.082902431488,714.0352560558669
/gehme/data/stereo/secchi/L0/b/img/cor2/20070708/20070708_200730_d4c2b.fts,1694.5004267692566,2562.731336018511
/gehme/data/stereo/secchi/L0/a/img/cor2/20070708/20070708_180730_d4c2a.fts,1219.0087804794312,713.6622323751457
/gehme/data/stereo/secchi/L0/b/img/cor2/20070708/20070708_190730_d4c2b.fts,1694.445870399475,2562.533225974678
/gehme/data/stereo/secchi/L0/a/img/cor2/20070709/20070709_053730_d4c2a.fts,1218.4712290763855,713.3511877325343
/gehme/data/stereo/secchi/L0/a/img/cor2/20070709/20070709_043730_d4c2a.fts,1218.6448731422424,713.6513909432845
/gehme/data/stereo/secchi/L0/a/img/cor2/20070709/20070709_230730_d4c2a.fts,1219.0185322761536,713.4363437904696
/gehme/data/stereo/secchi/L0/a/img/cor2/20070709/20070709_220730_d4c2a.fts,1218.9973440170288,713.84373617177
/gehme/data/stereo/secchi/L0/a/img/cor2/20070711/20070711_083730_d4c2a.fts,1219.0723752975464,714.1111858996695
/gehme/data/stereo/secchi/L0/b/img/cor2/20070711/20070711_123730_d4c2b.fts,1693.0065293312073,2559.320300003789
/gehme/data/stereo/secchi/L0/a/img/cor2/20070711/20070711_073730_d4c2a.fts,1219.1204166412354,714.8238915868603
/gehme/data/stereo/secchi/L0/b/img/cor2/20070711/20070711_113730_d4c2b.fts,1692.8208713531494,2559.0317534176174
/gehme/data/stereo/secchi/L0/a/img/cor2/20070716/20070716_123730_d4c2a.fts,1216.8270535469055,711.2137171030944
/gehme/data/stereo/secchi/L0/a/img/cor2/20070716/20070716_113730_d4c2a.fts,1216.7644124031067,711.0601543234206
/gehme/data/stereo/secchi/L0/a/img/cor2/20070718/20070718_173730_d4c2a.fts,1215.9701914787292,711.035808326335
/gehme/data/stereo/secchi/L0/a/img/cor2/20070718/20070718_163730_d4c2a.fts,1215.9481706619263,710.7936626600682
/gehme/data/stereo/secchi/L0/a/img/cor2/20070729/20070729_010730_d4c2a.fts,1215.5374670028687,710.1582171335263
/gehme/data/stereo/secchi/L0/b/img/cor2/20070729/20070729_010730_d4c2b.fts,1687.9599118232727,2551.2571689828096
/gehme/data/stereo/secchi/L0/a/img/cor2/20070729/20070729_000730_d4c2a.fts,1215.5558462142944,710.0960526267753
/gehme/data/stereo/secchi/L0/b/img/cor2/20070729/20070729_000730_d4c2b.fts,1688.1750421524048,2551.819870884005
/gehme/data/stereo/secchi/L0/a/img/cor2/20070730/20070730_040730_d4c2a.fts,1215.4389791488647,709.4943160881062
/gehme/data/stereo/secchi/L0/b/img/cor2/20070730/20070730_043730_d4c2b.fts,1687.8254742622375,2550.676476049794
/gehme/data/stereo/secchi/L0/a/img/cor2/20070730/20070730_030730_d4c2a.fts,1215.5251302719116,709.8621182790456
/gehme/data/stereo/secchi/L0/b/img/cor2/20070730/20070730_033730_d4c2b.fts,1687.9016380310059,2550.8173193076623
/gehme/data/stereo/secchi/L0/a/img/cor2/20070802/20070802_190730_d4c2a.fts,1215.7126278877258,710.7837579989296
/gehme/data/stereo/secchi/L0/b/img/cor2/20070802/20070802_185212_d4c2b.fts,1688.0114665031433,2552.1856596774865
/gehme/data/stereo/secchi/L0/a/img/cor2/20070802/20070802_180730_d4c2a.fts,1215.7003297805786,710.6546211729099
/gehme/data/stereo/secchi/L0/a/img/cor2/20070808/20070808_153730_d4c2a.fts,1214.3678078651428,709.3589436471783
/gehme/data/stereo/secchi/L0/b/img/cor2/20070808/20070808_160730_d4c2b.fts,1687.8794445991516,2550.824826860969
/gehme/data/stereo/secchi/L0/a/img/cor2/20070808/20070808_143730_d4c2a.fts,1214.3348445892334,709.1823916832221
/gehme/data/stereo/secchi/L0/b/img/cor2/20070808/20070808_150730_d4c2b.fts,1687.8201031684875,2550.916018397901
/gehme/data/stereo/secchi/L0/a/img/cor2/20070818/20070818_180730_d4c2a.fts,1213.8135452270508,711.164529007107
/gehme/data/stereo/secchi/L0/a/img/cor2/20070818/20070818_163730_d4c2a.fts,1213.8275756835938,711.2237093926545
/gehme/data/stereo/secchi/L0/a/img/cor2/20070821/20070821_073730_d4c2a.fts,1212.3183660507202,714.0433720627613
/gehme/data/stereo/secchi/L0/b/img/cor2/20070821/20070821_093730_d4c2b.fts,1690.9525351524353,2556.5863502063553
/gehme/data/stereo/secchi/L0/a/img/cor2/20070821/20070821_063730_d4c2a.fts,1212.2394075393677,713.9794520805021
/gehme/data/stereo/secchi/L0/b/img/cor2/20070821/20070821_083730_d4c2b.fts,1690.9306144714355,2556.498326803658
/gehme/data/stereo/secchi/L0/a/img/cor2/20070824/20070824_030730_d4c2a.fts,1211.3328318595886,704.8756675952791
/gehme/data/stereo/secchi/L0/a/img/cor2/20070824/20070824_020730_d4c2a.fts,1211.3079242706299,704.8214564144102
/gehme/data/stereo/secchi/L0/a/img/cor2/20070827/20070827_110730_d4c2a.fts,1211.026620388031,704.9202439618706
/gehme/data/stereo/secchi/L0/b/img/cor2/20070827/20070827_080730_d4c2b.fts,1693.1574921607971,2560.3670709839203
/gehme/data/stereo/secchi/L0/a/img/cor2/20070827/20070827_100730_d4c2a.fts,1210.9152393341064,704.5887708708491
/gehme/data/stereo/secchi/L0/b/img/cor2/20070827/20070827_070730_d4c2b.fts,1693.274498462677,2560.6782332225052
/gehme/data/stereo/secchi/L0/a/img/cor2/20070831/20070831_203730_d4c2a.fts,1210.1930413246155,703.5129898690341
/gehme/data/stereo/secchi/L0/b/img/cor2/20070831/20070831_213730_d4c2b.fts,1695.7218837738037,2564.739371624942
/gehme/data/stereo/secchi/L0/a/img/cor2/20070831/20070831_193730_d4c2a.fts,1210.177354812622,703.2949054912405
/gehme/data/stereo/secchi/L0/b/img/cor2/20070831/20070831_203730_d4c2b.fts,1695.7245888710022,2564.662175921077
/gehme/data/stereo/secchi/L0/a/img/cor2/20070919/20070919_070730_d4c2a.fts,1208.754089832306,699.4316175291757
/gehme/data/stereo/secchi/L0/b/img/cor2/20070919/20070919_133730_d4c2b.fts,1711.4639506340027,2589.835044713518
/gehme/data/stereo/secchi/L0/a/img/cor2/20070919/20070919_060730_d4c2a.fts,1208.7799110412598,699.3168612847951
/gehme/data/stereo/secchi/L0/b/img/cor2/20070919/20070919_123730_d4c2b.fts,1710.9714312553406,2588.787623073798
/gehme/data/stereo/secchi/L0/a/img/cor2/20070924/20070924_130730_d4c2a.fts,1207.822289943695,698.1039620709197
/gehme/data/stereo/secchi/L0/b/img/cor2/20070924/20070924_130730_d4c2b.fts,1716.2385177612305,2596.7012625002308
/gehme/data/stereo/secchi/L0/a/img/cor2/20070924/20070924_120730_d4c2a.fts,1207.8378825187683,698.0074699585851
/gehme/data/stereo/secchi/L0/b/img/cor2/20070924/20070924_120730_d4c2b.fts,1716.1990504264832,2596.5778194872732
/gehme/data/stereo/secchi/L0/a/img/cor2/20071004/20071004_200730_d4c2a.fts,1209.0345845222473,698.4330236398573
/gehme/data/stereo/secchi/L0/a/img/cor2/20071004/20071004_190730_d4c2a.fts,1209.0009174346924,698.1784625566735
/gehme/data/stereo/secchi/L0/a/img/cor2/20071008/20071008_160730_d4c2a.fts,1206.151487827301,694.6857837621066
/gehme/data/stereo/secchi/L0/b/img/cor2/20071008/20071008_153730_d4c2b.fts,1733.137710094452,2624.2320379519815
/gehme/data/stereo/secchi/L0/a/img/cor2/20071008/20071008_150730_d4c2a.fts,1206.069739818573,694.5250492886588
/gehme/data/stereo/secchi/L0/b/img/cor2/20071008/20071008_143730_d4c2b.fts,1733.2789058685303,2624.5442812400147
/gehme/data/stereo/secchi/L0/a/img/cor2/20071011/20071011_090754_d4c2a.fts,2574.236818790436,632.9238551969136
/gehme/data/stereo/secchi/L0/b/img/cor2/20071011/20071011_093754_d4c2b.fts,2910.790147304535,1643.9174225818722
/gehme/data/stereo/secchi/L0/a/img/cor2/20071011/20071011_080754_d4c2a.fts,2574.240572452545,632.8876709447006
/gehme/data/stereo/secchi/L0/b/img/cor2/20071011/20071011_083754_d4c2b.fts,2910.846248626709,1644.002943708113
/gehme/data/stereo/secchi/L0/a/img/cor2/20071015/20071015_100730_d4c2a.fts,1206.843774318695,694.0808292598024
/gehme/data/stereo/secchi/L0/a/img/cor2/20071015/20071015_090730_d4c2a.fts,1206.8531370162964,694.140723444542
/gehme/data/stereo/secchi/L0/a/img/cor2/20071016/20071016_223730_d4c2a.fts,1206.676007270813,694.2266810533171
/gehme/data/stereo/secchi/L0/b/img/cor2/20071016/20071016_210730_d4c2b.fts,1744.4029598236084,2641.3649039029765
/gehme/data/stereo/secchi/L0/a/img/cor2/20071016/20071016_213730_d4c2a.fts,1206.5617589950562,693.9393056798082
/gehme/data/stereo/secchi/L0/b/img/cor2/20071016/20071016_200730_d4c2b.fts,1744.631549358368,2641.863545756988
/gehme/data/stereo/secchi/L0/a/img/cor2/20071022/20071022_020730_d4c2a.fts,1205.4844899177551,692.4717757971796
/gehme/data/stereo/secchi/L0/b/img/cor2/20071022/20071022_013730_d4c2b.fts,1752.1870975494385,2653.381935567042
/gehme/data/stereo/secchi/L0/a/img/cor2/20071022/20071022_010730_d4c2a.fts,1205.4565119743347,692.2347166933439
/gehme/data/stereo/secchi/L0/b/img/cor2/20071022/20071022_003730_d4c2b.fts,1752.3580470085144,2653.944685833515
/gehme/data/stereo/secchi/L0/a/img/cor2/20071104/20071104_123754_d4c2a.fts,2573.2561168670654,630.9638717768604
/gehme/data/stereo/secchi/L0/b/img/cor2/20071104/20071104_190754_d4c2b.fts,2936.2963609695435,1669.4993483326348
/gehme/data/stereo/secchi/L0/a/img/cor2/20071104/20071104_113754_d4c2a.fts,2573.2260880470276,631.087745172272
/gehme/data/stereo/secchi/L0/b/img/cor2/20071104/20071104_180754_d4c2b.fts,2936.041651725769,1669.2385061949733
/gehme/data/stereo/secchi/L0/a/img/cor2/20071112/20071112_030754_d4c2a.fts,2573.137233734131,629.3211597662222
/gehme/data/stereo/secchi/L0/b/img/cor2/20071112/20071112_040754_d4c2b.fts,2944.0292167663574,1677.8840650168272
/gehme/data/stereo/secchi/L0/a/img/cor2/20071112/20071112_020754_d4c2a.fts,2573.1116375923157,629.1507705358522
/gehme/data/stereo/secchi/L0/b/img/cor2/20071112/20071112_030754_d4c2b.fts,2944.0174055099487,1677.7816217308584
/gehme/data/stereo/secchi/L0/a/img/cor2/20071114/20071114_183754_d4c2a.fts,2573.2373547554016,629.1429775405459
/gehme/data/stereo/secchi/L0/b/img/cor2/20071114/20071114_183754_d4c2b.fts,2947.3506207466125,1681.4409211764637
/gehme/data/stereo/secchi/L0/a/img/cor2/20071114/20071114_173754_d4c2a.fts,2573.046564102173,628.9591627862183
/gehme/data/stereo/secchi/L0/b/img/cor2/20071114/20071114_173754_d4c2b.fts,2947.3257303237915,1681.2366267588727
